model	provider	metric	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	min_us	max_us
B2	cpu	inference	400	3035059.1474425	29377.682382688043	0.9679443119730704	3025407.1505	3061210.6996	3087885.8305499996	3191359.2428099997	3217221.384261	3014549.085	3218500.443
B2	cpu	tail	400	14887.001535	449.96532599931857	3.02253831936156	14721.95	15330.485499999999	15438.34825	16287.155579999999	19186.766123	14396.74	19208.042
B2	cpu	two_stage	400	3049946.1489775004	29474.381770105967	0.9663902354468554	3040234.94	3076407.1083	3102951.0160999997	3206350.6316899993	3234723.414538	3029300.592	3237655.162
C2	cpu	inference	400	3038684.1999475	27507.05261217967	0.9052290663391382	3030800.1160000004	3050792.0697999997	3082423.2854499994	3167286.04278	3200995.0137259997	3019342.676	3201432.368
C2	cpu	tail	400	15095.141527499998	1007.8142289434205	6.676414574235071	14746.9875	15459.6207	16042.955349999997	20005.832720000002	22204.434827999998	14452.897	22696.014
C2	cpu	two_stage	400	3053779.3414749997	27599.299799534674	0.9037751819423859	3046215.4275	3066158.6044	3097446.746999999	3182893.7956499998	3215825.223177	3033950.705	3216158.379
