selected_arm	mean_us	stddev_us	cv_pct	min_us	max_us	median_us	p90_us	p95_us	process_cpu_mean_us
cpu0_3_intra4	461603.297250	435.600042	0.094367	461193.164540	462186.189090	461362.727850	462090.156570	462138.172830	1845846.543148
