index	block	name	op_type	inputs	outputs	output_shapes	output_dtypes	output_bytes	macs	flops_2_per_mac	mac_status
814	model.19	/model.19/m.0/cv3/conv/Conv	Conv	/model.19/m.0/Concat_output_0_DequantizeLinear_Output;model.19.m.0.cv3.conv.weight_DequantizeLinear_Output;model.19.m.0.cv3.conv.bias	/model.19/m.0/cv3/conv/Conv_output_0	1x64x40x40	FLOAT	409600	6553600	13107200	static
822	model.19	/model.19/cv2/conv/Conv	Conv	/model.19/Concat_output_0_DequantizeLinear_Output;model.19.cv2.conv.weight_DequantizeLinear_Output;model.19.cv2.conv.bias	/model.19/cv2/conv/Conv_output_0	1x128x40x40	FLOAT	819200	39321600	78643200	static
829	model.20	/model.20/conv/Conv	Conv	/model.19/cv2/act/Mul_output_0_DequantizeLinear_Output;model.20.conv.weight_DequantizeLinear_Output;model.20.conv.bias	/model.20/conv/Conv_output_0	1x128x20x20	FLOAT	204800	58982400	117964800	static
830	model.23	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv	Conv	/model.19/cv2/act/Mul_output_0_DequantizeLinear_Output;model.23.one2one_cv2.1.0.conv.weight_DequantizeLinear_Output;model.23.one2one_cv2.1.0.conv.bias	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv_output_0	1x16x40x40	FLOAT	102400	29491200	58982400	static
831	model.23	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/conv/Conv	Conv	/model.19/cv2/act/Mul_output_0_DequantizeLinear_Output;model.23.one2one_cv3.1.0.0.conv.weight_DequantizeLinear_Output;model.23.one2one_cv3.1.0.0.conv.bias	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/conv/Conv_output_0	1x128x40x40	FLOAT	819200	1843200	3686400	static
851	model.23	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv	Conv	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul_output_0_DequantizeLinear_Output;model.23.one2one_cv2.1.1.conv.weight_DequantizeLinear_Output;model.23.one2one_cv2.1.1.conv.bias	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv_output_0	1x16x40x40	FLOAT	102400	3686400	7372800	static
852	model.23	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv	Conv	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Mul_output_0_DequantizeLinear_Output;model.23.one2one_cv3.1.0.1.conv.weight_DequantizeLinear_Output;model.23.one2one_cv3.1.0.1.conv.bias	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv_output_0	1x80x40x40	FLOAT	512000	16384000	32768000	static
853	model.22	/model.22/cv1/conv/Conv	Conv	/model.21/Concat_output_0_DequantizeLinear_Output;model.22.cv1.conv.weight_DequantizeLinear_Output;model.22.cv1.conv.bias	/model.22/cv1/conv/Conv_output_0	1x256x20x20	FLOAT	409600	39321600	78643200	static
872	model.23	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv	Conv	/model.23/one2one_cv2.1/one2one_cv2.1.1/act/Mul_output_0_DequantizeLinear_Output;model.23.one2one_cv2.1.2.weight_DequantizeLinear_Output;model.23.one2one_cv2.1.2.bias	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	FLOAT	25600	102400	204800	static
873	model.23	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv	Conv	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Mul_output_0_DequantizeLinear_Output;model.23.one2one_cv3.1.1.0.conv.weight_DequantizeLinear_Output;model.23.one2one_cv3.1.1.0.conv.bias	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv_output_0	1x80x40x40	FLOAT	512000	1152000	2304000	static
877	model.22	/model.22/m.0/m.0.0/cv1/conv/Conv	Conv	/model.22/Split_output_1_DequantizeLinear_Output;model.22.m.0.0.cv1.conv.weight_DequantizeLinear_Output;model.22.m.0.0.cv1.conv.bias	/model.22/m.0/m.0.0/cv1/conv/Conv_output_0	1x64x20x20	FLOAT	102400	29491200	58982400	static
890	model.23	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv	Conv	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0_DequantizeLinear_Output;model.23.one2one_cv3.1.1.1.conv.weight_DequantizeLinear_Output;model.23.one2one_cv3.1.1.1.conv.bias	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv_output_0	1x80x40x40	FLOAT	512000	10240000	20480000	static
893	model.22	/model.22/m.0/m.0.0/cv2/conv/Conv	Conv	/model.22/m.0/m.0.0/cv1/act/Mul_output_0_DequantizeLinear_Output;model.22.m.0.0.cv2.conv.weight_DequantizeLinear_Output;model.22.m.0.0.cv2.conv.bias	/model.22/m.0/m.0.0/cv2/conv/Conv_output_0	1x128x20x20	FLOAT	204800	29491200	58982400	static
904	model.23	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv	Conv	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0_DequantizeLinear_Output;model.23.one2one_cv3.1.2.weight_DequantizeLinear_Output;model.23.one2one_cv3.1.2.bias	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	FLOAT	512000	10240000	20480000	static
909	model.22	/model.22/m.0/m.0.1/attn/qkv/conv/Conv	Conv	/model.22/m.0/m.0.0/Add_output_0_DequantizeLinear_Output;model.22.m.0.1.attn.qkv.conv.weight_DequantizeLinear_Output;model.22.m.0.1.attn.qkv.conv.bias	/model.22/m.0/m.0.1/attn/qkv/conv/Conv_output_0	1x256x20x20	FLOAT	409600	13107200	26214400	static
923	model.22	/model.22/m.0/m.0.1/attn/MatMul	MatMul	/model.22/m.0/m.0.1/attn/Transpose_output_0_DequantizeLinear_Output;/model.22/m.0/m.0.1/attn/Split_output_1_DequantizeLinear_Output	/model.22/m.0/m.0.1/attn/MatMul_output_0	1x2x400x400	FLOAT	1280000	10240000	20480000	static
928	model.22	/model.22/m.0/m.0.1/attn/pe/conv/Conv	Conv	/model.22/m.0/m.0.1/attn/Reshape_2_output_0_DequantizeLinear_Output;model.22.m.0.1.attn.pe.conv.weight_DequantizeLinear_Output;model.22.m.0.1.attn.pe.conv.bias	/model.22/m.0/m.0.1/attn/pe/conv/Conv_output_0	1x128x20x20	FLOAT	204800	460800	921600	static
936	model.22	/model.22/m.0/m.0.1/attn/MatMul_1	MatMul	/model.22/m.0/m.0.1/attn/Split_output_2_DequantizeLinear_Output;/model.22/m.0/m.0.1/attn/Transpose_1_output_0_DequantizeLinear_Output	/model.22/m.0/m.0.1/attn/MatMul_1_output_0	1x2x64x400	FLOAT	204800	20480000	40960000	static
943	model.22	/model.22/m.0/m.0.1/attn/proj/conv/Conv	Conv	/model.22/m.0/m.0.1/attn/Add_output_0_DequantizeLinear_Output;model.22.m.0.1.attn.proj.conv.weight_DequantizeLinear_Output;model.22.m.0.1.attn.proj.conv.bias	/model.22/m.0/m.0.1/attn/proj/conv/Conv_output_0	1x128x20x20	FLOAT	204800	6553600	13107200	static
949	model.22	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv	Conv	/model.22/m.0/m.0.1/Add_output_0_DequantizeLinear_Output;model.22.m.0.1.ffn.0.conv.weight_DequantizeLinear_Output;model.22.m.0.1.ffn.0.conv.bias	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv_output_0	1x256x20x20	FLOAT	409600	13107200	26214400	static
956	model.22	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv	Conv	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0_DequantizeLinear_Output;model.22.m.0.1.ffn.1.conv.weight_DequantizeLinear_Output;model.22.m.0.1.ffn.1.conv.bias	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv_output_0	1x128x20x20	FLOAT	204800	13107200	26214400	static
963	model.22	/model.22/cv2/conv/Conv	Conv	/model.22/Concat_output_0_DequantizeLinear_Output;model.22.cv2.conv.weight_DequantizeLinear_Output;model.22.cv2.conv.bias	/model.22/cv2/conv/Conv_output_0	1x256x20x20	FLOAT	409600	39321600	78643200	static
970	model.23	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv	Conv	/model.22/cv2/act/Mul_output_0_DequantizeLinear_Output;model.23.one2one_cv2.2.0.conv.weight_DequantizeLinear_Output;model.23.one2one_cv2.2.0.conv.bias	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv_output_0	1x16x20x20	FLOAT	25600	14745600	29491200	static
971	model.23	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv	Conv	/model.22/cv2/act/Mul_output_0_DequantizeLinear_Output;model.23.one2one_cv3.2.0.0.conv.weight_DequantizeLinear_Output;model.23.one2one_cv3.2.0.0.conv.bias	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv_output_0	1x256x20x20	FLOAT	409600	921600	1843200	static
984	model.23	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv	Conv	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0_DequantizeLinear_Output;model.23.one2one_cv2.2.1.conv.weight_DequantizeLinear_Output;model.23.one2one_cv2.2.1.conv.bias	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv_output_0	1x16x20x20	FLOAT	25600	921600	1843200	static
985	model.23	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv	Conv	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0_DequantizeLinear_Output;model.23.one2one_cv3.2.0.1.conv.weight_DequantizeLinear_Output;model.23.one2one_cv3.2.0.1.conv.bias	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv_output_0	1x80x20x20	FLOAT	128000	8192000	16384000	static
998	model.23	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv	Conv	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0_DequantizeLinear_Output;model.23.one2one_cv2.2.2.weight_DequantizeLinear_Output;model.23.one2one_cv2.2.2.bias	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	FLOAT	6400	25600	51200	static
999	model.23	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv	Conv	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0_DequantizeLinear_Output;model.23.one2one_cv3.2.1.0.conv.weight_DequantizeLinear_Output;model.23.one2one_cv3.2.1.0.conv.bias	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv_output_0	1x80x20x20	FLOAT	128000	288000	576000	static
1013	model.23	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv	Conv	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0_DequantizeLinear_Output;model.23.one2one_cv3.2.1.1.conv.weight_DequantizeLinear_Output;model.23.one2one_cv3.2.1.1.conv.bias	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv_output_0	1x80x20x20	FLOAT	128000	2560000	5120000	static
1029	model.23	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv	Conv	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Mul_output_0_DequantizeLinear_Output;model.23.one2one_cv3.2.2.weight_DequantizeLinear_Output;model.23.one2one_cv3.2.2.bias	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	FLOAT	128000	2560000	5120000	static
