path	before_sha256_prefix	after_sha256	status
/data/.codex/skills/k1x_board_storage_policy/SKILL.md	absent	5983e8a26857b2b4011f9fef49901c067c57ae335974c0abd2490bd809c44ace	created
/data/.codex/skills/k1x_board_storage_policy/scripts/selftest.sh	absent	312e724e2754a3230a13b070ef1a7858b24c57efb5dee2a236941f498f177f12	created
/data/.codex/skills/k1x_task_template/SKILL.md	7270b220dd8f5c18ac39c43b18670f0d499a998c983892c7f7dedd4a652defe7	1fbf665e75c2be9fea6b2b266ee614f98ccc9810d29fa29b9abc7c387334133e	updated
/data/.codex/skills/k1x_env_sanity/SKILL.md	8fe5ab7ea69fb9822506d2293e84e99cd48a4ffbbf6efcc8fe5b9fa4a9d23e0f	ea882e6d70b09d064f248e53553b23a3a31c73fd0d19bc5143fab025b31a8778	updated
/data/.codex/skills/k1x_deploy_and_run_yolo11/SKILL.md	cdaef3bb27a72988be99cfe98e199cf164f39d98c55b5c5d31bfeaa02d0bbcd3	561c8cc49d7c3a7c28009d52ecb470b7a3d4ab1562551cd86e17283b1e916073	updated
