surface	model_sha256	ort_optimization	images	map50_95	map50	map75	ap_small	ap_medium	ap_large	precision_grid_mean	recall_grid_mean	host_inference_mean_ms	host_inference_stddev_ms
fp32_operational	d71286588abe691ede49faa5ca9a471b7e9e5257669953ee59abbc2e9d115fc2	all	500	0.4467140412790102	0.6133328119510507	0.4809526011890567	0.22555851213206202	0.5051588428184816	0.6068087043758427	0.4055000239221197	0.5356319516373383	134.1184739560049	2.150318333626593
int8_semantic	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	disable	500	0.4106826010606707	0.5700508375029524	0.44296733159312857	0.206204341571285	0.47689636780000544	0.5695164764096928	0.376983662925571	0.5173596195756499	230.83545902394326	3.548389680378923
int8_operational	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	all	500	0.3734788441236131	0.5321931502436984	0.4027267249723104	0.18284736662998963	0.44853329404579056	0.5300561600333874	0.34713154694137033	0.493178097051841	173.81390427799852	3.2128390048605815
