profile	profile_sha256	name	block	op_type	provider	duration_us	thread_id
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/attn/Split_kernel_time	model.10	Split	CPUExecutionProvider	348.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/attn/Split_output_2_QuantizeLinear_kernel_time	model.10	QuantizeLinear	CPUExecutionProvider	237.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/attn/Reshape_2_kernel_time	model.10	Reshape	CPUExecutionProvider	111.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	Transpose_token_157_kernel_time	graph	Transpose	CPUExecutionProvider	231.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/attn/pe/conv/Conv_token_159_kernel_time	model.10	QLinearConv	CPUExecutionProvider	1156.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	Transpose_token_158_kernel_time	graph	Transpose	CPUExecutionProvider	236.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/attn/Split_output_1_QuantizeLinear_kernel_time	model.10	QuantizeLinear	CPUExecutionProvider	223.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/attn/Split_output_0_q_kernel_time	model.10	QuantizeLinear	CPUExecutionProvider	245.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/attn/Transpose_kernel_time	model.10	Transpose	CPUExecutionProvider	161.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/attn/MatMul_kernel_time	model.10	QLinearMatMul	CPUExecutionProvider	1662.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/attn/MatMul_output_0_DequantizeLinear_kernel_time	model.10	DequantizeLinear	CPUExecutionProvider	714.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/attn/Mul_kernel_time	model.10	Mul	CPUExecutionProvider	771.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/attn/Softmax_kernel_time	model.10	Softmax	CPUExecutionProvider	860.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/attn/Softmax_output_0_q_kernel_time	model.10	QuantizeLinear	CPUExecutionProvider	801.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/attn/Transpose_1_kernel_time	model.10	Transpose	CPUExecutionProvider	995.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/attn/MatMul_1_kernel_time	model.10	QLinearMatMul	CPUExecutionProvider	1418.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/attn/Reshape_1_kernel_time	model.10	Reshape	CPUExecutionProvider	218.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/attn/Add_kernel_time	model.10	QLinearAdd	CPUExecutionProvider	3773.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	Transpose_token_161_kernel_time	graph	Transpose	CPUExecutionProvider	225.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/attn/proj/conv/Conv_token_163_kernel_time	model.10	QLinearConv	CPUExecutionProvider	453.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/Add_kernel_time	model.10	QLinearAdd	CPUExecutionProvider	3762.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/Add_output_0_DequantizeLinear/duplicated_kernel_time	model.10	DequantizeLinear	CPUExecutionProvider	242.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/ffn/ffn.0/conv/Conv_token_167_kernel_time	model.10	QLinearConv	CPUExecutionProvider	719.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/ffn/ffn.0/conv/Conv_output_0_DequantizeLinear/duplicated_kernel_time	model.10	DequantizeLinear	CPUExecutionProvider	382.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/ffn/ffn.0/conv/Conv_output_0_DequantizeLinear_kernel_time	model.10	DequantizeLinear	CPUExecutionProvider	275.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/ffn/ffn.0/act/Sigmoid_kernel_time	model.10	Sigmoid	CPUExecutionProvider	420.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/ffn/ffn.0/act/Mul_kernel_time	model.10	Mul	CPUExecutionProvider	557.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0_QuantizeLinear_kernel_time	model.10	QuantizeLinear	CPUExecutionProvider	426.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/ffn/ffn.1/conv/Conv_token_171_kernel_time	model.10	QLinearConv	CPUExecutionProvider	635.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/ffn/ffn.1/conv/Conv_output_0_DequantizeLinear_kernel_time	model.10	DequantizeLinear	CPUExecutionProvider	272.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/m/m.0/Add_1_kernel_time	model.10	Add	CPUExecutionProvider	334.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/Concat_kernel_time	model.10	Concat	CPUExecutionProvider	416.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/Concat_output_0_QuantizeLinear_kernel_time	model.10	QuantizeLinear	CPUExecutionProvider	345.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/cv2/conv/Conv_token_175_kernel_time	model.10	QLinearConv	CPUExecutionProvider	921.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/cv2/conv/Conv_output_0_DequantizeLinear/duplicated_kernel_time	model.10	DequantizeLinear	CPUExecutionProvider	396.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/cv2/conv/Conv_output_0_DequantizeLinear_kernel_time	model.10	DequantizeLinear	CPUExecutionProvider	304.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/cv2/act/Sigmoid_kernel_time	model.10	Sigmoid	CPUExecutionProvider	418.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.10/cv2/act/Mul_kernel_time	model.10	Mul	CPUExecutionProvider	641.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.11/Resize_kernel_time	model.11	Resize	CPUExecutionProvider	2725.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.12/Concat_kernel_time	model.12	Concat	CPUExecutionProvider	1407.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.12/Concat_output_0_QuantizeLinear_kernel_time	model.12	QuantizeLinear	CPUExecutionProvider	930.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.13/cv1/conv/Conv_token_179_kernel_time	model.13	QLinearConv	CPUExecutionProvider	1849.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.13/cv1/conv/Conv_output_0_DequantizeLinear/duplicated_kernel_time	model.13	DequantizeLinear	CPUExecutionProvider	572.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.13/cv1/conv/Conv_output_0_DequantizeLinear_kernel_time	model.13	DequantizeLinear	CPUExecutionProvider	427.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.13/cv1/act/Sigmoid_kernel_time	model.13	Sigmoid	CPUExecutionProvider	749.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.13/cv1/act/Mul_kernel_time	model.13	Mul	CPUExecutionProvider	1116.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.13/cv1/act/Mul_output_0_q_kernel_time	model.13	QuantizeLinear	CPUExecutionProvider	600.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.13/Split_kernel_time	model.13	Split	CPUExecutionProvider	413.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.13/Split_output_0_dq_kernel_time	model.13	DequantizeLinear	CPUExecutionProvider	389.0	139228
