profile	profile_sha256	name	block	op_type	provider	duration_us	thread_id
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0_QuantizeLinear_kernel_time	model.23	QuantizeLinear	CPUExecutionProvider	430.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_token_323_kernel_time	model.23	QLinearConv	CPUExecutionProvider	763.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	Transpose_token_322_kernel_time	graph	Transpose	CPUExecutionProvider	425.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.23/Reshape_4_kernel_time	model.23	Reshape	CPUExecutionProvider	122.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.23/Reshape_4_output_0_dq_kernel_time	model.23	DequantizeLinear	CPUExecutionProvider	340.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.20/conv/Conv_token_326_kernel_time	model.20	QLinearConv	CPUExecutionProvider	1564.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.20/conv/Conv_output_0_DequantizeLinear/duplicated_kernel_time	model.20	DequantizeLinear	CPUExecutionProvider	335.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.20/conv/Conv_output_0_DequantizeLinear_kernel_time	model.20	DequantizeLinear	CPUExecutionProvider	191.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.20/act/Sigmoid_kernel_time	model.20	Sigmoid	CPUExecutionProvider	685.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.20/act/Mul_kernel_time	model.20	Mul	CPUExecutionProvider	332.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.21/Concat_kernel_time	model.21	Concat	CPUExecutionProvider	550.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.21/Concat_output_0_QuantizeLinear_kernel_time	model.21	QuantizeLinear	CPUExecutionProvider	432.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/cv1/conv/Conv_token_330_kernel_time	model.22	QLinearConv	CPUExecutionProvider	1103.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/cv1/conv/Conv_output_0_DequantizeLinear/duplicated_kernel_time	model.22	DequantizeLinear	CPUExecutionProvider	348.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/cv1/conv/Conv_output_0_DequantizeLinear_kernel_time	model.22	DequantizeLinear	CPUExecutionProvider	257.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/cv1/act/Sigmoid_kernel_time	model.22	Sigmoid	CPUExecutionProvider	408.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/cv1/act/Mul_kernel_time	model.22	Mul	CPUExecutionProvider	551.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/cv1/act/Mul_output_0_q_kernel_time	model.22	QuantizeLinear	CPUExecutionProvider	415.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/Split_kernel_time	model.22	Split	CPUExecutionProvider	241.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/Split_output_0_dq_kernel_time	model.22	DequantizeLinear	CPUExecutionProvider	232.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/Split_output_1_DequantizeLinear/duplicated_token_19_kernel_time	model.22	DequantizeLinear	CPUExecutionProvider	243.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/Split_output_1_DequantizeLinear/duplicated_kernel_time	model.22	DequantizeLinear	CPUExecutionProvider	174.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.0/cv1/conv/Conv_token_334_kernel_time	model.22	QLinearConv	CPUExecutionProvider	981.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.0/cv1/conv/Conv_output_0_DequantizeLinear/duplicated_kernel_time	model.22	DequantizeLinear	CPUExecutionProvider	231.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.0/cv1/conv/Conv_output_0_DequantizeLinear_kernel_time	model.22	DequantizeLinear	CPUExecutionProvider	133.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.0/cv1/act/Sigmoid_kernel_time	model.22	Sigmoid	CPUExecutionProvider	345.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.0/cv1/act/Mul_kernel_time	model.22	Mul	CPUExecutionProvider	174.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.0/cv1/act/Mul_output_0_QuantizeLinear_kernel_time	model.22	QuantizeLinear	CPUExecutionProvider	156.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.0/cv2/conv/Conv_token_338_kernel_time	model.22	QLinearConv	CPUExecutionProvider	947.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.0/cv2/conv/Conv_output_0_DequantizeLinear/duplicated_kernel_time	model.22	DequantizeLinear	CPUExecutionProvider	325.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.0/cv2/conv/Conv_output_0_DequantizeLinear_kernel_time	model.22	DequantizeLinear	CPUExecutionProvider	225.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.0/cv2/act/Sigmoid_kernel_time	model.22	Sigmoid	CPUExecutionProvider	613.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.0/cv2/act/Mul_kernel_time	model.22	Mul	CPUExecutionProvider	349.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.0/Add_kernel_time	model.22	Add	CPUExecutionProvider	353.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.0/Add_output_0_QuantizeLinear_kernel_time	model.22	QuantizeLinear	CPUExecutionProvider	235.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.1/attn/qkv/conv/Conv_token_342_kernel_time	model.22	QLinearConv	CPUExecutionProvider	682.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	Transpose_token_341_kernel_time	graph	Transpose	CPUExecutionProvider	369.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.1/attn/Reshape_kernel_time	model.22	Reshape	CPUExecutionProvider	109.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.1/attn/Reshape_output_0_dq_kernel_time	model.22	DequantizeLinear	CPUExecutionProvider	266.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.1/attn/Split_kernel_time	model.22	Split	CPUExecutionProvider	444.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.1/attn/Split_output_2_QuantizeLinear_kernel_time	model.22	QuantizeLinear	CPUExecutionProvider	290.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.1/attn/Reshape_2_kernel_time	model.22	Reshape	CPUExecutionProvider	114.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	Transpose_token_344_kernel_time	graph	Transpose	CPUExecutionProvider	237.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.1/attn/pe/conv/Conv_token_346_kernel_time	model.22	QLinearConv	CPUExecutionProvider	1153.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	Transpose_token_345_kernel_time	graph	Transpose	CPUExecutionProvider	238.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.1/attn/Split_output_1_QuantizeLinear_kernel_time	model.22	QuantizeLinear	CPUExecutionProvider	171.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.1/attn/Split_output_0_q_kernel_time	model.22	QuantizeLinear	CPUExecutionProvider	161.0	139228
/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_14-32-19__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE45-SYSTEM-ROOFLINE-VENDOR-ORT-FORENSICS-ACCURACY-AND-MODEL-CODESIGN-DECISION-001__stage45-system-roofline/board_artifacts/profiles/full_ort_only_2026-07-11_17-03-18.json	b65f1fc56e1d8a609ac1c88e7476c460d320bfb8aae800846f7311f733f3ea75	/model.22/m.0/m.0.1/attn/Transpose_kernel_time	model.22	Transpose	CPUExecutionProvider	160.0	139228
