scope	surface	images	prediction_sha256	prediction_count	map50_95	map50	ap_small	ap_medium	ap_large	aggregate_raw_output_sha256	f0_f1_exact_images	f1_h8_exact_images	status
h500-current	F0	500	5681f55e5d88e0fde38bd7d4dcddb2cd213abfe19199229847b2f68c5e344750	74088	0.4790885452498562	0.6452583617267116	0.24791205267890734	0.5416726698146257	0.7155446075953639	d892e8d46c550380d84c582a3474228f1dd5279e5042b592872f9654856cfd55	500	500	pass
h500-current	F1	500	5681f55e5d88e0fde38bd7d4dcddb2cd213abfe19199229847b2f68c5e344750	74088	0.4790885452498562	0.6452583617267116	0.24791205267890734	0.5416726698146257	0.7155446075953639	d892e8d46c550380d84c582a3474228f1dd5279e5042b592872f9654856cfd55	500	500	pass
h500-current	H8	500	5681f55e5d88e0fde38bd7d4dcddb2cd213abfe19199229847b2f68c5e344750	74088	0.4790885452498562	0.6452583617267116	0.24791205267890734	0.5416726698146257	0.7155446075953639	d892e8d46c550380d84c582a3474228f1dd5279e5042b592872f9654856cfd55	500	500	pass
full-val-current	F0	5000	b9ff8fa19cba9682970d8e932f3318cdf5833094ab22256a24062019309b5b2a	732374	0.4018217950262668	0.5577825753340728	0.19678895427851534	0.44113875379235723	0.5829462863296956	b380f238458d477e41f95d5721ea43d27473863112129084110a9359148477e4	5000	5000	pass
full-val-current	F1	5000	b9ff8fa19cba9682970d8e932f3318cdf5833094ab22256a24062019309b5b2a	732374	0.4018217950262668	0.5577825753340728	0.19678895427851534	0.44113875379235723	0.5829462863296956	b380f238458d477e41f95d5721ea43d27473863112129084110a9359148477e4	5000	5000	pass
full-val-current	H8	5000	b9ff8fa19cba9682970d8e932f3318cdf5833094ab22256a24062019309b5b2a	732374	0.4018217950262668	0.5577825753340728	0.19678895427851534	0.44113875379235723	0.5829462863296956	b380f238458d477e41f95d5721ea43d27473863112129084110a9359148477e4	5000	5000	pass
