lane	map50_95	map50	ap_small	ap_medium	ap_large	prediction_sha256	selection_use
Vseed	0.3965437344175932	0.5664448288590784	0.22208438190103627	0.4623781158826848	0.591866321771276	0ad8776ba75bf4004f84a5ca31968f6f2ee28347f62345c280f09b7e9c23b585	diagnostic-only
Vorder	0.3907231342219911	0.5579654170815866	0.2241297316351136	0.46003961267029625	0.5870913106316108	739c5546050fe68934bed024994e4350310d297bbcc046b13845e17bbc5a697c	diagnostic-only
Vdraw	0.38769253547139226	0.5562323123292123	0.2186857107411708	0.42753230323563196	0.589393158646648	b66f6d05dc68d6e38f3186a6613d8e5fce57eb752ecbd0d253a5d4cd51d0eb3e	diagnostic-only
