classification	input_sha256	output_sha256	tail_sha256	nodes_before	nodes_after	qdq_before	qdq_after	removed_final_qdq_nodes	added_identity_nodes
surgically-modified-host-diagnostic-only	40ba6a7f9aebaa98a1c3abe5fce1f66f1bebcd0b10b7af3d26d30414a331d853	a77f2efea1dee7578d66859159a01c08ea45b76b44865d40b813732aa84372d4	18ffff41e6812fa781baf7b9c1fcd41b41d6118145d785c3e550499070a512a3	1161	1155	812	800	12	6
