variance_lane	lane	graphwise_rank	op	variable	pyramid	branch	snr	mse	cosine	q_min	q_max	f_min	f_max	f_histogram	snr_high_error	cosine_significant_deviation	source_report
Vseed	VSEED	0	/model.2/cv1/conv/Conv[Conv]	model.2.cv1.conv.weight[Constant]			0.0031	0.0001	0.9987	-1.421	1.077	-1.431	1.074	68,0,34,119,136,0,136,17,68,0,51,170,119,374,255,1054,1462,7446,16932,3315,1088,272,595,323,238,238,102,102,0,68,0,34	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	1	/model.2/cv1/conv/Conv[Conv]	model.2.cv1.conv.bias[Constant]			0.0061	0.0977	0.9974	-11.411	13.192	-11.440	13.889	1122,0,0,0,0,0,0,0,0,0,0,0,765,2516,3587,6188,4522,7752,3094,3179,0,0,0,0,986,0,0,0,0,0,0,1105	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	2	/model.2/cv1/conv/Conv[Conv]	/model.2/cv1/conv/Conv_output_0			0.1481	2.7307	0.9277	-9.743	35.723	-73.663	35.839	1,2,1,1,0,2,2,3,3,3,8,13,13,34,36,52,122,176,353,816,2268,14742,13437,2066,446,124,55,23,7,4,1,2	1	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	3	/model.1/conv/Conv[Conv]	model.1.conv.weight[Constant]			0.0003	0.0	0.9998	-1.487	1.259	-1.531	1.372	102,34,0,17,17,0,68,34,68,187,323,357,578,850,1717,3009,11815,9163,2601,1377,1156,527,255,238,68,85,34,17,34,34,34,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	4	/model.1/conv/Conv[Conv]	model.1.conv.bias[Constant]			0.0023	0.0688	0.9989	-4.269	20.048	-4.267	20.191	1156,2091,6222,969,4930,3179,7446,1156,1258,0,884,0,0,0,0,0,850,1156,0,1241,0,0,1241,0,0,0,0,0,0,0,0,1037	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	5	/model.1/conv/Conv[Conv]	/model.1/conv/Conv_output_0			0.1286	4.6185	0.9366	-10.213	90.460	-92.948	91.448	1,0,0,2,3,6,2,8,18,13,50,67,155,305,807,4316,23767,4237,629,234,94,49,17,10,13,2,3,3,3,1,0,1	1	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	6	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv[Conv]	model.23.one2one_cv3.2.1.1.conv.weight[Constant]	P5	confidence	0.005	0.0008	0.9975	-3.555	4.190	-3.523	4.197	17,0,0,0,0,17,0,0,0,221,476,561,2754,6443,11883,7531,2907,1173,493,119,136,17,0,17,0,0,17,0,0,0,0,34	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	7	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv[Conv]	model.23.one2one_cv3.2.1.1.conv.bias[Constant]	P5	confidence	0.0033	0.0426	0.9993	-17.231	21.434	-16.136	20.281	408,0,0,0,0,0,0,0,0,0,0,884,2006,4148,7888,8177,5508,3536,1139,0,0,425,425,0,0,0,0,0,0,0,0,272	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	8	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv[Conv]	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv_output_0	P5	confidence	0.126	1.0504	0.9405	-9.697	112.005	-37.731	101.300	5,2,1,4,8,24,49,815,20239,12513,856,198,57,22,4,8,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1	1	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	9	/model.2/cv2/conv/Conv[Conv]	model.2.cv2.conv.weight[Constant]			0.0001	0.0	1.0	-1.227	1.414	-1.231	1.420	17,0,17,0,34,102,102,289,238,425,493,1190,1275,3859,13090,9112,2193,1105,561,272,170,85,85,34,34,0,0,17,0,0,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	10	/model.2/cv2/conv/Conv[Conv]	model.2.cv2.conv.bias[Constant]			0.0047	0.0278	0.9977	-2.091	5.209	-2.087	5.292	442,578,1173,0,561,731,0,731,1700,969,697,1003,578,4080,1105,1564,1071,3162,969,1054,1360,2720,459,3009,527,1649,476,867,0,510,595,476	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	11	/model.2/cv2/conv/Conv[Conv]	/model.2/cv2/conv/Conv_output_0			0.115	1.1921	0.9435	-9.937	12.860	-56.462	13.015	1,1,1,2,1,2,0,0,1,3,3,1,4,2,12,13,20,49,69,102,192,334,534,1111,2589,10267,13739,4814,826,99,18,6	1	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	12	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Mul[Mul]	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Mul_output_0	P5	confidence	0.1134	0.7442	0.9495	-0.369	93.675	-0.278	101.300	29629,4247,583,215,72,32,14,5,4,6,3,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1	1	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	13	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv[Conv]	model.23.one2one_cv3.2.1.0.conv.weight[Constant]	P5	confidence	0.0003	0.0004	0.9998	-12.482	9.979	-12.447	9.944	51,17,0,0,0,0,0,68,0,51,0,34,51,0,136,204,867,29699,2550,340,255,85,0,85,102,0,0,85,34,0,0,102	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	14	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv[Conv]	model.23.one2one_cv3.2.1.0.conv.bias[Constant]	P5	confidence	0.001	0.0016	0.9995	-1.841	2.566	-1.798	2.565	510,0,0,0,289,340,561,0,1258,0,544,408,1547,0,612,2890,3859,2890,1394,2278,0,969,935,1581,2091,3791,2295,1819,306,595,493,561	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	15	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv[Conv]	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv_output_0	P5	confidence	0.1089	0.28	0.944	-9.733	47.205	-37.570	51.972	4,2,0,1,0,2,2,5,3,7,7,27,1322,27462,5861,56,19,12,5,7,2,0,1,2,0,1,3,1,1,0,0,1	1	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	16	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv[Conv]	model.23.one2one_cv3.1.1.1.conv.weight[Constant]	P4	confidence	0.0005	0.0001	0.9998	-5.775	5.697	-5.792	5.679	17,0,0,0,17,17,0,0,34,0,34,0,102,323,2431,11611,16269,3451,374,51,51,0,0,17,0,0,0,0,0,0,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	17	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv[Conv]	model.23.one2one_cv3.1.1.1.conv.bias[Constant]	P4	confidence	0.0003	0.0051	0.9999	-10.963	18.569	-10.565	18.430	459,0,0,374,391,0,1309,1428,442,442,2074,4879,3468,2737,3757,5168,2669,2380,391,850,782,0,0,323,0,0,0,0,0,0,0,493	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	18	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv[Conv]	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv_output_0	P4	confidence	0.0918	0.6982	0.9535	-10.191	68.425	-35.543	77.956	2,0,1,0,6,7,30,64,356,8156,21712,3998,384,51,15,12,6,5,2,3,1,0,1,1,0,1,0,0,1,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	19	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul[Mul]	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0	P4	confidence	0.0758	0.594	0.9614	0.000	154.767	-0.278	207.594	34024,713,47,15,7,1,3,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	20	/model.19/m.0/cv3/conv/Conv[Conv]	model.19.m.0.cv3.conv.weight[Constant]			0.0001	0.0	1.0	-1.876	0.591	-1.869	0.594	17,0,0,0,0,0,0,0,0,34,17,0,0,102,0,51,85,221,136,255,374,935,2567,7922,15317,4046,1343,527,187,340,272,68	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	21	/model.19/m.0/cv3/conv/Conv[Conv]	model.19.m.0.cv3.conv.bias[Constant]			0.002	0.0051	0.9991	-1.865	5.754	-1.865	5.825	1445,952,476,2006,629,476,1275,2516,3655,3179,2788,4403,3621,1530,476,2176,595,0,459,0,1003,0,0,0,0,0,0,0,0,0,0,1156	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	22	/model.19/m.0/cv3/conv/Conv[Conv]	/model.19/m.0/cv3/conv/Conv_output_0			0.0752	0.3056	0.9618	-9.970	9.316	-25.307	9.448	1,5,4,0,2,2,6,4,8,9,16,24,24,24,40,51,67,108,247,585,1251,3126,7031,9784,7333,3621,1024,303,85,20,8,3	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	23	/model.19/cv2/conv/Conv[Conv]	model.19.cv2.conv.weight[Constant]			0.0002	0.0	0.9999	-2.261	0.462	-2.252	0.464	17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,51,34,102,68,170,748,4165,23069,5423,646,221,0,68	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	24	/model.19/cv2/conv/Conv[Conv]	model.19.cv2.conv.bias[Constant]			0.0019	0.0023	0.9991	-2.823	3.921	-2.822	3.921	561,0,255,0,0,0,952,1309,1139,4318,2873,3281,1972,2278,1394,1343,3417,1547,3247,731,2261,204,0,1037,0,272,0,0,0,0,0,425	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	25	/model.19/cv2/conv/Conv[Conv]	/model.19/cv2/conv/Conv_output_0			0.0723	0.1858	0.9636	-10.013	4.541	-25.798	4.547	1,0,0,0,0,0,0,2,1,4,13,10,10,11,13,30,36,42,47,44,92,131,222,471,1484,4588,12106,10115,4140,777,153,273	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	26	/model.0/conv/Conv[Conv]	images			0.0	0.0	1.0	0.000	0.998	0.000	1.000	1411,1075,1387,1339,1207,1124,1022,915,851,843,785,767,711,827,10024,846,794,777,770,698,790,733,585,565,575,536,430,475,364,498,348,744	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	27	/model.0/conv/Conv[Conv]	model.0.conv.weight[Constant]			0.0001	0.0013	1.0	-22.452	23.342	-22.649	23.602	68,0,85,0,0,85,136,357,238,544,1156,714,2363,3825,3706,6477,4505,3757,2958,1139,952,204,748,272,102,136,119,0,0,0,51,119	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	28	/model.0/conv/Conv[Conv]	model.0.conv.bias[Constant]			0.011	0.531	0.9959	-23.662	15.467	-21.510	15.426	2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176,6919,16796,4267,0,0,0,0,0,0,0,0,0,2652	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	29	/model.0/conv/Conv[Conv]	/model.0/conv/Conv_output_0			0.0719	2.9577	0.9659	-9.888	45.043	-45.700	45.194	1,1,4,1,3,7,8,48,184,364,479,533,1868,709,1744,3826,18470,2938,572,360,1648,875,52,68,23,10,6,7,3,2,0,2	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	30	/model.10/m/m.0/ffn/ffn.1/conv/Conv[Conv]	model.10.m.0.ffn.1.conv.weight[Constant]			0.0001	0.0	1.0	-1.215	1.552	-1.210	1.559	34,68,51,51,204,323,493,969,1156,1972,2771,3213,3332,3689,3927,3247,2822,2091,1700,969,850,357,221,153,51,34,17,34,0,0,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	31	/model.10/m/m.0/ffn/ffn.1/conv/Conv[Conv]	model.10.m.0.ffn.1.conv.bias[Constant]			0.0	0.0	1.0	-7.538	8.056	-7.564	8.082	221,323,0,0,0,221,0,0,1394,289,2601,2057,2737,2618,6511,3349,4590,3060,1904,1071,272,221,544,0,0,0,612,0,0,0,0,221	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	32	/model.10/m/m.0/ffn/ffn.1/conv/Conv[Conv]	/model.10/m/m.0/ffn/ffn.1/conv/Conv_output_0			0.07	0.0256	0.9644	-5.778	4.059	-6.058	4.724	1,0,1,2,0,3,3,10,13,25,28,56,144,386,936,2088,5110,8915,8796,4848,2072,759,312,156,76,42,22,5,3,1,2,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	33	/model.10/m/m.0/attn/proj/conv/Conv[Conv]	model.10.m.0.attn.proj.conv.weight[Constant]			0.0001	0.0	1.0	-0.402	1.193	-0.400	1.197	34,68,204,612,1530,2958,5491,6732,6579,5015,3315,1207,765,204,51,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	34	/model.10/m/m.0/attn/proj/conv/Conv[Conv]	model.10.m.0.attn.proj.conv.bias[Constant]			0.0	0.0	1.0	-1.335	0.738	-1.335	0.738	255,340,0,0,0,0,0,0,0,255,476,0,340,1802,2295,1904,2720,3859,3791,1547,3060,1751,2533,2482,1088,1360,748,527,493,272,306,612	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	35	/model.10/m/m.0/attn/proj/conv/Conv[Conv]	/model.10/m/m.0/attn/proj/conv/Conv_output_0			0.0592	0.0309	0.9703	-4.184	3.666	-4.397	3.949	3,3,6,12,10,15,30,49,91,140,296,587,1187,2142,3322,4626,5453,5449,4338,2985,1851,1061,569,285,150,59,41,22,15,9,7,3	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	36	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv[Conv]	model.23.one2one_cv3.1.1.0.conv.weight[Constant]	P4	confidence	0.0003	0.0003	0.9998	-8.132	14.065	-8.149	14.041	68,0,0,0,0,34,0,153,68,306,1241,26248,5270,544,153,51,153,221,170,17,102,0,0,0,0,0,0,0,0,0,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	37	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv[Conv]	model.23.one2one_cv3.1.1.0.conv.bias[Constant]	P4	confidence	0.0001	0.0001	1.0	-1.716	3.062	-1.717	3.060	1207,476,357,408,340,493,425,765,323,0,901,1326,1955,459,1921,2329,1989,1989,1751,1020,850,0,442,935,697,2618,4267,2261,748,425,476,663	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	38	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv[Conv]	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv_output_0	P4	confidence	0.0561	0.1544	0.9715	-9.743	14.739	-44.642	16.209	1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,0,5,3,5,10,94,3044,10506,20403,699,23,7,5,1,2,2	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	39	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv[Conv]	model.22.m.0.1.ffn.1.conv.weight[Constant]			0.0001	0.0	1.0	-0.747	0.569	-0.748	0.571	17,34,0,0,17,0,0,0,17,85,272,306,459,969,1632,2635,4182,5848,6834,4505,3128,1598,816,680,272,170,119,102,68,17,17,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	40	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv[Conv]	model.22.m.0.1.ffn.1.conv.bias[Constant]			0.0007	0.0001	0.9997	-0.939	0.562	-0.939	0.578	289,272,0,0,0,0,1020,578,680,510,561,1377,2720,1139,1581,1479,2091,2159,3026,1003,2822,1972,2448,1887,1139,969,816,578,595,629,255,221	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	41	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv[Conv]	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv_output_0			0.0559	0.047	0.9719	-8.000	7.862	-8.486	7.812	1,0,0,0,2,2,5,9,13,41,83,199,427,1157,3001,6119,9113,7427,4132,1906,704,306,73,50,21,13,3,4,1,0,2,2	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	42	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul[Mul]	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0	P5	confidence	0.0557	0.096	0.9731	-0.259	47.331	-0.278	48.221	27536,6888,260,44,27,8,12,3,6,5,2,5,6,0,0,2,0,1,1,0,2,1,0,3,2,0,1,0,0,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	43	/model.19/m.0/cv3/act/Mul[Mul]	/model.19/m.0/cv3/act/Mul_output_0			0.0516	0.0666	0.9739	-0.263	8.815	-0.278	9.089	16025,4245,3076,2376,2045,1611,1345,1045,824,623,438,290,233,171,140,85,59,53,44,30,19,9,6,6,2,4,3,2,2,3,1,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	44	/model.10/m/m.0/attn/Add[Add]	/model.10/m/m.0/attn/Reshape_1_output_0			0.0267	0.0304	0.9866	-6.678	5.413	-7.087	5.259	4,3,6,7,15,28,42,61,59,87,144,237,476,818,1418,2389,3611,5420,7570,4702,3202,2045,1121,639,296,196,100,54,36,16,12,2	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	45	/model.10/m/m.0/attn/Add[Add]	/model.10/m/m.0/attn/Add_output_0			0.0505	0.0228	0.9746	-3.166	2.933	-3.007	3.370	6,13,24,39,71,170,287,432,612,992,1437,2032,3048,3797,4420,4685,4065,3148,2133,1379,860,521,313,176,81,45,14,7,6,1,1,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	46	/model.22/cv1/act/Mul[Mul]	/model.22/cv1/act/Mul_output_0			0.0484	0.0185	0.9755	-0.287	7.309	-0.278	7.626	23689,3781,2133,1486,1072,734,524,407,279,173,126,80,82,65,37,38,24,13,9,9,4,6,7,4,8,8,3,9,3,0,2,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	47	/model.20/act/Mul[Mul]	/model.20/act/Mul_output_0			0.0482	0.0119	0.9758	-0.280	4.832	-0.278	4.812	19357,5125,2873,1989,1352,962,765,541,385,322,248,190,138,120,98,68,66,47,38,23,24,17,13,12,17,9,6,5,3,0,1,2	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	48	/model.22/m.0/m.0.1/attn/proj/conv/Conv[Conv]	model.22.m.0.1.attn.proj.conv.weight[Constant]			0.0001	0.0	1.0	-0.373	0.310	-0.372	0.312	17,0,0,0,34,17,51,0,170,170,357,510,850,1479,2244,3689,5406,6375,4930,2924,2023,1462,867,442,374,153,102,34,51,51,0,34	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	49	/model.22/m.0/m.0.1/attn/proj/conv/Conv[Conv]	model.22.m.0.1.attn.proj.conv.bias[Constant]			0.0	0.0	1.0	-0.490	0.579	-0.490	0.579	408,510,0,0,0,374,527,1139,1513,1020,3009,3842,1615,2924,3587,2431,2822,1207,1105,2635,1479,748,1088,340,255,0,0,0,0,0,0,238	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	50	/model.22/m.0/m.0.1/attn/proj/conv/Conv[Conv]	/model.22/m.0/m.0.1/attn/proj/conv/Conv_output_0			0.0479	0.0214	0.976	-4.887	4.305	-5.370	4.192	1,0,0,3,0,4,6,14,13,48,81,144,311,609,1420,2897,5105,7530,7092,4465,2476,1278,631,332,160,86,60,21,13,8,4,4	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	51	/model.22/m.0/m.0.1/attn/Add[Add]	/model.22/m.0/m.0.1/attn/Reshape_1_output_0			0.0219	0.0104	0.989	-5.070	5.070	-5.257	5.127	2,3,3,9,8,29,46,68,103,152,269,436,713,1492,3423,7558,11361,4987,1741,1022,606,342,190,95,81,25,28,9,8,3,2,2	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	52	/model.22/m.0/m.0.1/attn/Add[Add]	/model.22/m.0/m.0.1/attn/Add_output_0			0.0474	0.0385	0.9763	-7.426	7.248	-7.767	8.458	1,0,1,1,3,5,7,22,75,143,329,670,1531,3505,7646,9978,6151,2774,1154,448,203,105,41,12,7,2,0,0,0,1,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	53	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv[Conv]	model.23.one2one_cv3.1.0.1.conv.weight[Constant]	P4	confidence	0.0001	0.0	0.9999	-0.911	0.734	-0.908	0.733	17,0,34,0,34,68,0,51,68,119,153,119,289,476,1071,1836,6001,11917,7106,3009,1156,697,238,136,51,85,51,0,17,0,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	54	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv[Conv]	model.23.one2one_cv3.1.0.1.conv.bias[Constant]	P4	confidence	0.0	0.0001	1.0	-6.815	7.326	-6.794	7.337	1241,0,0,884,391,0,476,340,0,0,0,1530,459,3111,2091,3094,2669,2567,2380,2040,2295,1955,952,2533,2210,0,1088,0,0,0,0,510	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	55	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv[Conv]	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv_output_0	P4	confidence	0.0472	0.1086	0.9764	-10.019	5.971	-19.253	5.950	1,0,0,1,0,0,0,3,2,2,2,10,13,31,54,68,111,146,240,344,657,1156,1976,3754,8367,11764,4754,1071,223,51,9,6	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	56	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Mul[Mul]	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Mul_output_0	P4	confidence	0.0472	0.0298	0.9761	-0.267	8.234	-0.278	12.612	13613,8121,6405,3387,1700,831,374,190,93,52,30,11,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	57	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul[Mul]	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0			0.0465	0.0161	0.9766	-0.255	12.458	-0.278	12.162	26901,3953,1691,916,478,269,198,124,83,74,40,23,19,12,8,9,2,3,2,3,0,0,4,1,0,0,1,0,1,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	58	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul[Mul]	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0	P5	confidence	0.0463	0.0337	0.9766	-0.260	13.022	-0.278	16.856	17376,9051,4803,2143,824,338,126,55,43,25,10,7,5,0,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	59	/model.22/Concat[Concat]	/model.22/Split_output_0			0.0699	0.0367	0.9644	-0.287	7.309	-0.278	8.945	21556,4424,2718,1786,1239,931,623,449,279,237,165,125,88,56,46,32,22,15,10,4,5,1,1,2,1,0,0,0,0,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	60	/model.22/Concat[Concat]	/model.22/Concat_output_0			0.0458	0.0338	0.9769	-5.347	7.762	-5.081	9.118	3,5,6,11,27,76,171,409,784,1313,12951,9247,3833,2459,1452,815,506,294,204,115,59,39,15,6,5,6,2,1,1,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	61	/model.21/Concat[Concat]	/model.21/Concat_output_0			0.045	0.0078	0.9774	-0.286	4.833	-0.278	5.058	21185,5138,2406,1646,1270,938,660,464,305,244,163,108,73,62,42,24,19,13,9,12,1,11,5,3,5,4,1,2,0,1,1,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	62	/model.19/Concat[Concat]	/model.19/Split_output_0			0.0407	0.0159	0.9795	-0.284	4.280	-0.278	5.222	11247,5696,4349,3314,2712,1906,1441,1082,833,590,478,329,215,180,127,78,73,49,36,28,16,17,4,10,0,1,1,1,1,0,1,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	63	/model.19/Concat[Concat]	/model.19/Concat_output_0			0.0432	0.0303	0.9782	-0.278	8.590	-0.278	10.105	18299,5847,3639,2364,1479,1025,733,435,310,197,125,99,67,51,36,29,19,18,14,8,1,7,6,3,1,1,0,1,1,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	64	/model.19/m.0/m/m.0/cv1/act/Mul[Mul]	/model.19/m.0/m/m.0/cv1/act/Mul_output_0			0.0427	0.0047	0.9787	-0.282	3.097	-0.278	3.057	16625,5638,3515,2293,1622,1104,932,764,633,457,325,239,176,116,82,73,51,36,38,15,18,18,10,6,4,6,5,5,6,2,1,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	65	/model.10/cv2/act/Mul[Mul]	/model.10/cv2/act/Mul_output_0			0.0426	0.0055	0.9786	-0.273	4.856	-0.278	5.176	22242,5355,2265,1526,1108,773,532,340,195,145,80,90,61,39,26,10,6,4,5,3,5,0,1,0,1,3,0,0,0,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	66	/model.13/m.0/cv2/act/Mul[Mul]	/model.13/m.0/cv2/act/Mul_output_0			0.0424	0.0183	0.9786	-0.276	5.829	-0.278	6.174	18657,4393,2894,2062,1681,1197,938,709,586,452,328,250,199,116,109,62,48,28,21,26,17,10,11,6,5,4,0,1,3,0,1,2	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
