variance_lane	lane	graphwise_rank	op	variable	pyramid	branch	snr	mse	cosine	q_min	q_max	f_min	f_max	f_histogram	snr_high_error	cosine_significant_deviation	source_report
Vorder	VORDER	250	/model.16/m.0/cv3/conv/Conv[Conv]	/model.16/m.0/cv3/conv/Conv_output_0			0.0304	0.0769	0.9847	-10.031	9.949	-11.571	9.609	4,2,2,1,2,2,9,15,25,76,113,186,435,923,1897,3157,4518,5652,6190,5218,3645,1834,670,120,44,27,16,15,10,7,0,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	251	/model.2/cv2/act/Mul[Mul]	/model.2/cv2/act/Mul_output_0			0.0299	0.0679	0.9852	-0.277	15.517	-0.278	15.817	17234,4254,3054,3520,2246,1482,1195,568,412,381,161,125,68,29,30,22,9,9,5,1,3,1,1,0,3,0,2,0,0,0,0,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	252	/model.4/cv2/conv/Conv[Conv]	model.4.cv2.conv.weight[Constant]			0.0001	0.0	1.0	-1.123	0.847	-1.127	0.846	17,0,17,0,17,0,34,17,85,255,255,204,459,833,1292,2244,3859,6392,7293,4318,2856,1870,935,714,255,255,153,136,34,0,0,17	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	253	/model.4/cv2/conv/Conv[Conv]	model.4.cv2.conv.bias[Constant]			0.0	0.0	1.0	-4.654	4.847	-4.653	4.837	323,0,0,0,204,0,0,255,765,1088,1190,544,2584,1989,1496,3009,3043,2057,3145,2958,1241,1139,1394,1921,1904,1292,272,187,374,255,0,187	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	254	/model.4/cv2/conv/Conv[Conv]	/model.4/cv2/conv/Conv_output_0			0.0298	0.0482	0.9851	-6.193	3.486	-6.633	3.678	1,1,2,3,11,8,21,50,73,125,229,476,657,1088,2061,2906,4560,4991,4839,3621,2940,2547,1452,1160,605,250,90,23,9,10,5,2	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	255	/model.16/m.0/cv3/act/Mul[Mul]	/model.16/m.0/cv3/act/Mul_output_0			0.0296	0.037	0.9851	-0.281	7.481	-0.278	7.629	12676,4008,3064,2683,2278,1970,1738,1487,1283,994,738,603,465,314,192,95,72,27,33,16,23,19,10,7,6,5,4,3,0,2,0,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	256	/model.22/m.0/m.0.1/attn/Mul[Mul]	PPQ_Variable_6[Constant]			0.0	0.0	1.0	0.177	0.177	0.177	0.177	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	257	/model.22/m.0/m.0.1/attn/Mul[Mul]	/model.22/m.0/m.0.1/attn/Mul_output_0			0.0294	0.237	0.9854	-13.241	15.428	-13.652	16.189	1,1,2,14,21,43,89,180,352,744,1267,2179,3389,4242,4710,4801,4338,3238,2141,1333,707,438,261,125,76,56,38,13,3,3,8,3	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	258	/model.22/m.0/m.0.0/cv1/conv/Conv[Conv]	/model.22/Split_output_1			0.0242	0.003	0.988	-0.287	3.894	-0.278	4.018	23983,3793,2026,1182,830,663,587,439,392,234,167,92,111,118,96,50,26,10,2,2,0,2,3,1,0,1,2,0,2,1,0,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	259	/model.22/m.0/m.0.0/cv1/conv/Conv[Conv]	model.22.m.0.0.cv1.conv.weight[Constant]			0.0002	0.0	0.9999	-0.867	0.546	-0.865	0.545	17,0,0,17,0,17,0,17,51,68,34,68,170,255,442,799,1632,2703,5729,10421,6681,3077,1139,646,289,136,187,85,68,34,0,34	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	260	/model.22/m.0/m.0.0/cv1/conv/Conv[Conv]	model.22.m.0.0.cv1.conv.bias[Constant]			0.0003	0.0006	0.9999	-3.015	3.234	-2.961	3.228	459,0,2397,1700,0,0,4930,1615,1088,1513,1054,5321,1309,1224,1530,1530,1020,1649,833,2091,0,1037,0,0,0,0,1224,646,0,0,0,646	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	261	/model.22/m.0/m.0.0/cv1/conv/Conv[Conv]	/model.22/m.0/m.0.0/cv1/conv/Conv_output_0			0.0293	0.0652	0.9853	-7.642	4.450	-8.122	4.633	1,2,2,1,3,7,10,29,79,114,216,379,644,1122,1701,2393,3133,3899,4314,4229,3625,2882,2052,1544,1029,713,399,160,88,35,7,4	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	262	/model.16/m.0/m/m.0/Add[Add]	/model.16/m.0/m/m.0/Add_output_0			0.0292	0.0101	0.9854	-0.563	3.999	-0.557	5.475	2672,7068,6813,4307,3053,3060,2712,1634,1073,817,627,434,226,85,55,43,33,33,40,11,5,1,6,1,3,2,1,0,0,0,0,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	263	/model.19/m.0/m/m.0/cv2/act/Mul[Mul]	/model.19/m.0/m/m.0/cv2/act/Mul_output_0			0.0291	0.0077	0.9854	-0.282	3.908	-0.278	5.419	18702,5000,2982,1982,1175,832,827,873,865,711,428,240,101,40,25,20,2,3,1,3,1,0,0,0,1,0,0,0,0,0,1,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	264	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv[Conv]	model.23.one2one_cv2.2.0.conv.weight[Constant]	P5	bbox	0.0044	0.0	0.9978	-0.115	0.165	-0.115	0.164	17,34,17,34,0,51,51,85,153,51,238,1139,7582,23171,1360,221,204,153,68,17,34,51,34,0,0,0,0,0,17,17,0,17	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	265	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv[Conv]	model.23.one2one_cv2.2.0.conv.bias[Constant]	P5	bbox	0.0	0.0	1.0	0.387	3.077	0.395	3.076	2295,2108,0,0,0,0,0,0,0,2499,2244,0,2057,1938,0,2584,0,2261,2244,0,0,0,0,0,1904,0,0,4097,0,4539,1938,2108	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	266	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv[Conv]	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv_output_0	P5	bbox	0.0289	0.154	0.9857	-7.917	7.263	-7.341	7.840	1,6,6,4,20,19,60,127,298,546,905,1467,1967,2341,2530,2410,2263,2502,2622,2653,2608,2532,2824,1963,1425,520,123,31,23,9,6,5	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	267	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul[Mul]	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul_output_0	P4	bbox	0.0289	0.2024	0.9857	-0.279	10.504	-0.278	10.820	10259,2758,2305,2052,1882,1685,1501,1404,1490,1365,1237,1198,994,867,708,622,516,470,388,370,257,217,128,67,30,17,16,4,3,3,0,3	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	268	/model.9/Add[Add]	/model.9/Add_output_0			0.0283	0.0165	0.9858	-0.565	8.439	-0.557	9.677	17178,5940,3575,2463,1863,1203,845,601,435,304,155,94,66,31,25,12,2,5,6,2,3,2,2,1,0,0,0,1,1,0,0,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	269	/model.22/m.0/m.0.0/Add[Add]	/model.22/m.0/m.0.0/Add_output_0			0.0282	0.0215	0.9859	-0.568	7.180	-0.557	7.822	14549,5616,3687,2658,1919,1489,1148,902,708,500,402,356,240,192,164,88,64,39,29,27,21,7,5,0,0,5,0,0,0,0,0,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	270	/model.13/m.0/m/m.0/cv1/conv/Conv[Conv]	model.13.m.0.m.0.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-1.316	0.802	-1.311	0.798	17,0,0,17,17,0,0,0,0,51,204,153,119,289,561,1241,1904,3400,4726,6494,5678,4063,2618,1547,731,391,170,238,51,85,34,17	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	271	/model.13/m.0/m/m.0/cv1/conv/Conv[Conv]	model.13.m.0.m.0.cv1.conv.bias[Constant]			0.0	0.0	1.0	-2.053	1.797	-2.053	1.797	1989,969,0,0,969,0,0,0,0,0,1071,1190,1292,884,3077,1088,3485,0,3417,3434,3638,1921,3128,1020,0,0,0,0,0,1054,0,1190	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	272	/model.13/m.0/m/m.0/cv1/conv/Conv[Conv]	/model.13/m.0/m/m.0/cv1/conv/Conv_output_0			0.028	0.0369	0.986	-5.131	5.385	-5.208	7.210	3,6,25,43,115,301,643,1349,2093,2957,3999,4934,5791,5234,3532,2080,1004,454,158,66,20,4,1,1,2,0,0,0,0,0,0,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	273	/model.6/Concat[Concat]	/model.6/Split_output_0			0.0388	0.0155	0.9806	-0.274	4.203	-0.278	4.933	13489,4314,3604,2471,1734,1745,1562,1989,1243,811,525,396,259,213,152,105,75,48,32,15,12,11,6,2,2,0,0,0,0,0,0,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	274	/model.6/Concat[Concat]	/model.6/Concat_output_0			0.0275	0.0128	0.9862	-0.272	7.346	-0.278	7.639	16021,5140,3697,2715,2378,1863,1101,675,435,315,190,124,53,43,17,17,6,4,4,3,2,2,2,1,1,0,2,0,1,0,2,2	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	275	/model.13/cv1/act/Mul[Mul]	/model.13/cv1/act/Mul_output_0			0.0271	0.0124	0.9864	-0.281	4.008	-0.278	4.234	12642,4199,2906,2467,2045,1801,1605,1295,1158,900,800,690,508,439,338,248,209,202,117,97,52,35,27,11,11,2,2,5,4,0,0,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	276	/model.22/m.0/m.0.0/cv1/act/Mul[Mul]	/model.22/m.0/m.0.0/cv1/act/Mul_output_0			0.0268	0.0099	0.9868	-0.282	4.606	-0.278	5.267	20200,4144,2095,1612,1267,1006,821,676,628,516,435,390,304,221,164,109,67,50,31,21,27,11,11,2,4,0,0,2,1,0,0,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	277	/model.22/m.0/m.0.0/cv2/act/Mul[Mul]	/model.22/m.0/m.0.0/cv2/act/Mul_output_0			0.0263	0.0186	0.9869	-0.286	7.448	-0.278	8.150	20391,4112,2515,1841,1375,977,730,654,546,422,335,274,216,153,84,81,41,19,14,10,6,2,5,1,4,1,3,1,0,0,2,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	278	/model.22/m.0/m.0.0/cv2/conv/Conv[Conv]	model.22.m.0.0.cv2.conv.weight[Constant]			0.0002	0.0	0.9999	-0.758	0.591	-0.761	0.589	17,0,17,17,17,34,0,51,68,0,85,136,204,289,663,1428,3978,10234,10744,4437,1190,680,272,102,17,17,51,17,17,0,17,17	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	279	/model.22/m.0/m.0.0/cv2/conv/Conv[Conv]	model.22.m.0.0.cv2.conv.bias[Constant]			0.0	0.0	1.0	-3.358	3.265	-3.359	3.265	969,1122,0,918,1394,2074,2584,2465,2125,629,3179,1513,1173,952,3094,1666,1717,1003,1241,527,629,170,1037,799,0,187,187,595,323,0,0,544	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	280	/model.22/m.0/m.0.0/cv2/conv/Conv[Conv]	/model.22/m.0/m.0.0/cv2/conv/Conv_output_0			0.0262	0.0618	0.987	-8.292	7.487	-8.224	8.288	3,2,6,9,44,53,90,149,303,576,983,1647,2724,3960,5101,5326,4533,3530,2310,1464,940,586,300,93,41,23,13,2,1,1,0,3	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	281	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv[Conv]	model.23.one2one_cv3.0.0.1.conv.weight[Constant]	P3	confidence	0.0001	0.0	1.0	-0.973	0.730	-0.969	0.730	34,0,0,0,0,0,0,85,0,85,119,153,204,476,731,1479,2431,7395,12631,4743,1836,1122,510,442,119,153,17,0,34,0,0,17	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	282	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv[Conv]	model.23.one2one_cv3.0.0.1.conv.bias[Constant]	P3	confidence	0.0	0.0001	1.0	-6.374	5.809	-6.379	5.802	969,0,323,1020,0,391,0,0,0,493,748,1360,1360,1445,1360,2890,3451,2601,2499,2652,3179,2652,986,1904,0,323,442,0,1258,0,0,510	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	283	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv[Conv]	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv_output_0	P3	confidence	0.0261	0.0351	0.9869	-7.287	6.229	-7.530	7.627	1,1,3,5,11,16,24,45,138,307,674,1160,1479,1667,2218,5033,7842,6126,5153,1941,627,203,70,27,17,10,6,7,3,0,0,2	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	284	/model.7/act/Mul[Mul]	/model.7/act/Mul_output_0			0.026	0.0084	0.9869	-0.275	4.712	-0.278	5.525	18619,3914,2669,2247,1846,1413,1110,835,632,418,326,183,197,127,89,94,31,28,15,12,3,1,1,0,1,0,1,0,1,1,1,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	285	/model.8/m.0/m/m.0/cv1/conv/Conv[Conv]	model.8.m.0.m.0.cv1.conv.weight[Constant]			0.0002	0.0	0.9999	-0.640	0.659	-0.635	0.663	17,0,34,34,17,153,119,204,374,595,884,1462,2533,3298,5015,5695,4760,3570,2227,1513,765,544,357,238,102,119,136,17,0,0,0,34	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	286	/model.8/m.0/m/m.0/cv1/conv/Conv[Conv]	model.8.m.0.m.0.cv1.conv.bias[Constant]			0.0	0.0	1.0	-1.617	2.506	-1.619	2.511	748,0,1139,629,0,0,0,1955,2244,1122,2193,1037,2941,5967,510,3281,1683,2669,1054,2329,663,0,1547,0,527,0,0,0,0,0,0,578	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	287	/model.8/m.0/m/m.0/cv1/conv/Conv[Conv]	/model.8/m.0/m/m.0/cv1/conv/Conv_output_0			0.0259	0.0608	0.9876	-7.465	5.288	-9.372	5.267	2,0,0,1,0,3,10,19,33,63,103,190,353,771,1499,2503,3403,4065,4652,4734,4153,3073,2255,1551,823,351,117,49,19,10,7,4	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	288	/model.13/m.0/m/m.1/cv1/conv/Conv[Conv]	model.13.m.0.m.1.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-0.292	0.319	-0.291	0.321	34,68,85,34,68,68,119,391,238,1088,1207,2227,2788,4216,5049,5389,4284,3077,1751,1054,544,306,289,136,119,68,68,17,0,0,17,17	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	289	/model.13/m.0/m/m.1/cv1/conv/Conv[Conv]	model.13.m.0.m.1.cv1.conv.bias[Constant]			0.0	0.0	1.0	-1.706	1.294	-1.704	1.293	1173,0,0,1156,0,935,1190,0,0,1071,1309,0,1190,0,1394,2329,3094,2142,0,1054,1989,4709,0,1105,2703,0,952,816,2193,0,1190,1122	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	290	/model.13/m.0/m/m.1/cv1/conv/Conv[Conv]	/model.13/m.0/m/m.1/cv1/conv/Conv_output_0			0.0256	0.0271	0.9873	-6.051	4.437	-6.678	4.713	1,1,4,7,5,14,25,32,49,116,203,402,776,1504,2574,3753,4564,4984,5164,4871,3482,1572,488,163,37,10,4,7,1,1,1,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	291	/model.13/m.0/m/m.0/Add[Add]	/model.13/m.0/m/m.0/Add_output_0			0.0248	0.0178	0.9875	-0.556	6.225	-0.557	6.647	2529,4305,5568,5283,4153,3187,2598,2142,1735,1233,773,489,315,168,121,83,45,37,12,11,6,4,4,7,0,1,1,0,4,0,1,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	292	/model.8/m.0/cv3/conv/Conv[Conv]	model.8.m.0.cv3.conv.weight[Constant]			0.0001	0.0	1.0	-0.476	0.330	-0.474	0.331	17,0,0,0,0,17,17,17,34,102,68,187,459,765,1360,2193,2992,4335,6069,5916,4556,2312,1275,867,595,255,204,85,68,0,17,34	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	293	/model.8/m.0/cv3/conv/Conv[Conv]	model.8.m.0.cv3.conv.bias[Constant]			0.0	0.0	1.0	-3.611	2.387	-3.612	2.386	238,289,0,0,0,0,323,0,306,935,867,1343,850,1020,1190,714,1258,1649,918,2958,3196,2822,3502,3536,1768,1802,289,1462,510,901,0,170	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	294	/model.8/m.0/cv3/conv/Conv[Conv]	/model.8/m.0/cv3/conv/Conv_output_0			0.0247	0.051	0.9876	-6.875	5.876	-7.073	6.053	5,3,5,9,39,36,87,169,255,542,907,1464,2370,3113,3967,4620,4505,3790,3026,2128,1511,916,618,395,208,81,18,12,10,4,0,3	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	295	/model.7/conv/Conv[Conv]	model.7.conv.weight[Constant]			0.0002	0.0	0.9999	-0.357	0.615	-0.358	0.618	17,0,0,17,17,34,119,323,1071,2618,5848,10268,8942,3553,1105,510,187,34,34,68,17,17,0,0,0,0,0,0,0,0,0,17	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	296	/model.7/conv/Conv[Conv]	model.7.conv.bias[Constant]			0.0	0.0	1.0	-4.931	2.542	-4.942	2.540	136,0,0,0,0,119,0,0,204,323,0,459,323,952,1598,2414,3434,3264,2380,3876,2108,3230,2482,1836,2363,323,833,748,510,136,374,391	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	297	/model.7/conv/Conv[Conv]	/model.7/conv/Conv_output_0			0.0246	0.0352	0.9878	-6.874	4.835	-7.027	5.294	2,1,2,3,9,22,22,50,66,145,280,452,904,1820,3037,3978,4201,3987,4009,3845,3344,2249,1302,603,351,88,30,10,2,0,0,2	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	298	/model.8/m.0/m/m.1/cv1/act/Mul[Mul]	/model.8/m.0/m/m.1/cv1/act/Mul_output_0			0.0245	0.0105	0.9877	-0.267	7.133	-0.278	8.654	20730,4571,2873,2046,1393,1111,686,414,351,305,195,71,29,13,6,10,1,2,2,3,1,0,1,0,0,0,0,0,0,0,0,2	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	299	/model.13/m.0/m/m.0/cv2/act/Mul[Mul]	/model.13/m.0/m/m.0/cv2/act/Mul_output_0			0.0243	0.0149	0.9878	-0.285	6.767	-0.278	7.939	13775,5106,3809,2986,2475,2186,1792,1213,675,403,171,89,65,28,13,12,6,1,2,0,0,0,2,1,0,1,2,1,0,0,1,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	300	/model.8/cv2/act/Mul[Mul]	/model.8/cv2/act/Mul_output_0			0.0242	0.0098	0.9878	-0.283	5.214	-0.278	5.260	17725,4464,2564,2046,1543,1407,1152,960,756,545,377,268,233,181,131,100,74,73,57,42,25,26,31,18,5,5,3,1,1,1,1,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	301	/model.19/m.0/m/m.0/Add[Add]	/model.19/m.0/m/m.0/Add_output_0			0.024	0.0097	0.9879	-0.559	3.771	-0.557	3.838	4170,4045,4221,4745,4273,3214,2509,1600,917,628,468,417,490,554,610,586,457,298,174,141,96,54,40,31,23,25,5,5,8,6,3,3	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	302	/model.6/cv2/conv/Conv[Conv]	model.6.cv2.conv.weight[Constant]			0.0001	0.0	1.0	-0.496	0.495	-0.494	0.495	17,17,51,102,85,85,238,170,357,323,612,1241,2193,2822,4828,5610,5338,4182,2482,1479,1173,578,425,136,85,119,17,17,17,0,0,17	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	303	/model.6/cv2/conv/Conv[Conv]	model.6.cv2.conv.bias[Constant]			0.0	0.0	1.0	-1.913	2.074	-1.915	2.075	306,0,0,0,0,493,561,476,1207,612,1632,1190,2567,2159,1836,1904,1921,2125,1904,2159,1972,1819,1360,2465,578,1394,646,0,714,0,357,459	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	304	/model.6/cv2/conv/Conv[Conv]	/model.6/cv2/conv/Conv_output_0			0.0239	0.0343	0.9883	-6.320	3.849	-6.332	3.771	2,1,1,4,10,10,25,35,80,149,306,571,968,1489,2223,2922,3112,3359,3492,3352,3827,3637,2569,1591,707,271,60,28,9,3,2,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	305	/model.8/m.0/cv1/conv/Conv[Conv]	/model.8/Split_output_1			0.0405	0.0097	0.9796	-0.284	5.929	-0.278	7.861	24397,3857,2216,1530,929,715,444,275,171,100,53,31,17,21,9,9,7,13,6,8,1,1,1,1,0,1,1,0,0,0,0,2	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	306	/model.8/m.0/cv1/conv/Conv[Conv]	model.8.m.0.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-0.695	0.714	-0.697	0.716	17,0,0,17,0,17,0,17,51,221,425,1071,1853,3587,5814,8177,6834,2975,1853,1037,323,238,187,68,0,0,0,0,17,0,0,17	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	307	/model.8/m.0/cv1/conv/Conv[Conv]	model.8.m.0.cv1.conv.bias[Constant]			0.0	0.0	1.0	-1.498	0.988	-1.498	0.988	1190,476,0,646,1003,884,1071,2091,0,1683,1139,1666,476,2193,544,3179,544,1989,357,629,1241,2839,374,1173,527,2992,493,0,391,714,1224,1088	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	308	/model.8/m.0/cv1/conv/Conv[Conv]	/model.8/m.0/cv1/conv/Conv_output_0			0.0237	0.017	0.9881	-6.232	4.155	-6.493	5.877	1,0,0,1,0,2,3,15,39,129,285,702,1467,2363,3706,5296,6769,6853,4252,2212,519,130,49,16,3,1,1,0,0,0,1,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	309	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv[Conv]	model.23.one2one_cv3.0.1.0.conv.weight[Constant]	P3	confidence	0.0002	0.0004	0.9999	-12.833	8.934	-12.786	8.908	17,0,0,0,119,0,17,0,51,0,85,289,85,119,136,493,1207,2210,14637,12121,1683,884,119,34,119,0,51,51,68,136,34,51	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	310	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv[Conv]	model.23.one2one_cv3.0.1.0.conv.bias[Constant]	P3	confidence	0.0	0.0	1.0	-3.993	3.752	-3.993	3.744	595,0,0,425,0,0,306,0,0,561,0,0,0,612,1275,2261,2312,1734,2550,2822,3230,1411,2397,1717,867,2125,867,1190,799,1717,1241,1802	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	311	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv[Conv]	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv_output_0	P3	confidence	0.0237	0.0726	0.9881	-9.334	8.061	-34.473	8.682	1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,3,4,156,424,1728,6573,16381,8985,531,22,2,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	312	/model.6/m.0/cv3/conv/Conv[Conv]	model.6.m.0.cv3.conv.weight[Constant]			0.0001	0.0	1.0	-0.695	0.857	-0.692	0.861	34,0,17,17,68,68,187,153,629,1003,1683,2924,4539,6001,5967,5083,2652,1802,1054,476,204,102,17,51,17,34,0,0,0,17,0,17	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	313	/model.6/m.0/cv3/conv/Conv[Conv]	model.6.m.0.cv3.conv.bias[Constant]			0.0	0.0	1.0	-4.010	4.498	-4.009	4.498	408,476,0,0,0,0,442,612,1394,1309,1700,1802,1190,4063,3944,2091,2550,510,2176,1598,952,527,544,1921,1598,561,629,442,0,714,0,663	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	314	/model.6/m.0/cv3/conv/Conv[Conv]	/model.6/m.0/cv3/conv/Conv_output_0			0.0237	0.0429	0.9885	-7.598	7.726	-7.523	8.602	2,1,0,3,20,38,91,180,393,691,1311,2490,4506,5715,4833,4309,4011,3046,1818,800,312,119,49,31,14,9,8,5,3,5,2,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	315	/model.8/m.0/m/m.0/Add[Add]	/model.8/m.0/m/m.0/Add_output_0			0.0237	0.021	0.9881	-0.568	8.068	-0.557	8.015	6330,5659,5266,4313,3321,2766,2146,1586,1135,786,533,352,218,153,72,40,49,26,11,9,13,6,8,5,8,2,1,0,1,0,0,1	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	316	/model.10/cv2/conv/Conv[Conv]	model.10.cv2.conv.weight[Constant]			0.0001	0.0	1.0	-0.354	0.360	-0.355	0.361	17,0,0,0,0,0,68,102,187,255,561,1156,1751,3213,5321,6562,5695,4199,2448,1496,833,357,221,119,102,68,34,0,0,17,0,34	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	317	/model.10/cv2/conv/Conv[Conv]	model.10.cv2.conv.bias[Constant]			0.0	0.0	1.0	-3.398	2.162	-3.398	2.162	442,476,408,357,867,1853,391,1173,1955,1326,1921,1156,3689,1615,561,1649,2278,2737,1530,1479,1683,1360,1020,1258,374,119,340,442,0,187,0,170	0	0	stage65b_r2_vorder_split_s8_qdq_report.md
Vorder	VORDER	318	/model.10/cv2/conv/Conv[Conv]	/model.10/cv2/conv/Conv_output_0			0.0236	0.071	0.9882	-8.996	4.405	-9.266	4.686	2,0,2,6,13,15,27,34,81,145,246,409,686,985,1443,2017,2585,3412,4061,4582,4510,3870,2839,1634,693,336,141,24,9,5,2,2	0	1	stage65b_r2_vorder_split_s8_qdq_report.md
