id	name	rank	shape	dim0	dim1	dim2	dim3	logical_elements	storage_bytes	layout	scale	scale_bits	zero_point	dtype	first_op	last_op	arena_offset
88	/model.13/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.10580915957689285	0x3dd8b279	161	uint8	93	103	614400
89	/model.13/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.016063911840319633	0x3c839877	17	uint8	94	98	716800
90	/model.13/m.0/m/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.062664590775966644	0x3d80564b	124	uint8	95	96	563200
91	/model.13/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.033377349376678467	0x3d08b6b0	8	uint8	96	97	768000
92	/model.13/m.0/m/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.075904160737991333	0x3d9b73a4	126	uint8	97	98	563200
93	/model.13/m.0/m/m.0/Add_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.043123185634613037	0x3d30a1f0	13	uint8	98	102	768000
94	/model.13/m.0/m/m.1/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.060453910380601883	0x3d779e85	136	uint8	99	100	563200
95	/model.13/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.029237372800707817	0x3cef8337	10	uint8	100	101	716800
96	/model.13/m.0/m/m.1/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.10801505297422409	0x3ddd36ff	123	uint8	101	102	563200
97	/model.13/m.0/Concat_output_0_QuantizeLinear_Output	4	1x64x40x40	1	64	40	40	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.065601646900177002	0x3d865a28	13	uint8	103	104	1433600
98	/model.13/m.0/cv3/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x40x40	1	64	40	40	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.079337522387504578	0x3da27bb6	109	uint8	104	105	1536000
99	/model.13/Concat_output_0_QuantizeLinear_Output	4	1x192x40x40	1	192	40	40	307200	307200	NCHWc8_SPATIAL_INNER_V1	0.04654398187994957	0x3d3ea4e7	6	uint8	105	106	2457600
100	/model.13/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x40x40	1	128	40	40	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.063790217041969299	0x3d82a472	144	uint8	106	131	0
101	/model.15/Concat_output_0_QuantizeLinear_Output	4	1x256x80x80	1	256	80	80	1638400	1638400	NCHWc8_SPATIAL_INNER_V1	0.030298452824354172	0x3cf83476	9	uint8	107	108	4915200
102	/model.16/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x80x80	1	64	80	80	409600	409600	NCHWc8_SPATIAL_INNER_V1	0.054235920310020447	0x3d5e267c	123	uint8	108	123	4505600
103	/model.16/Split_output_1_QuantizeLinear_Output	4	1x32x80x80	1	32	80	80	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.01984323188662529	0x3ca28e46	14	uint8	109	123	2867200
104	/model.16/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.015949631109833717	0x3c82a8cd	158	uint8	110	112	307200
105	/model.16/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.062029197812080383	0x3d7e1254	137	uint8	111	121	1433600
106	/model.16/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.0060616806149482727	0x3bc6a110	46	uint8	112	116	1536000
107	/model.16/m.0/m/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.042971029877662659	0x3d300264	126	uint8	113	114	307200
108	/model.16/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.022775871679186821	0x3cba9477	12	uint8	114	115	3072000
109	/model.16/m.0/m/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.048800412565469742	0x3d47e2f1	134	uint8	115	116	307200
110	/model.16/m.0/m/m.0/Add_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.025245258584618568	0x3ccecf25	22	uint8	116	120	3072000
111	/model.16/m.0/m/m.1/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.045118827372789383	0x3d38ce85	160	uint8	117	118	307200
112	/model.16/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.01763974130153656	0x3c908138	16	uint8	118	119	1536000
113	/model.16/m.0/m/m.1/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.11747727543115616	0x3df097ed	112	uint8	119	120	307200
114	/model.16/m.0/Concat_output_0_QuantizeLinear_Output	4	1x32x80x80	1	32	80	80	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.077569164335727692	0x3d9edc95	11	uint8	121	122	2457600
115	/model.16/m.0/cv3/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x80x80	1	32	80	80	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.10998081415891647	0x3de13d9f	135	uint8	122	123	4096000
116	/model.16/Concat_output_0_QuantizeLinear_Output	4	1x96x80x80	1	96	80	80	614400	614400	NCHWc8_SPATIAL_INNER_V1	0.052772171795368195	0x3d5827a2	5	uint8	123	124	819200
117	/model.16/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x80x80	1	64	80	80	409600	409600	NCHWc8_SPATIAL_INNER_V1	0.19224680960178375	0x3e44dc59	228	uint8	124	125	4505600
118	/model.16/cv2/act/Mul_output_0_QuantizeLinear_Output	4	1x64x80x80	1	64	80	80	409600	409600	NCHWc8_SPATIAL_INNER_V1	0.021654414013028145	0x3cb16499	13	uint8	125	128	819200
119	/model.17/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x40x40	1	64	40	40	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.051576007157564163	0x3d53415d	149	uint8	126	131	307200
120	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.19740384817123413	0x3e4a243c	163	uint8	127	129	1433600
121	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x80x80	1	64	80	80	409600	409600	NCHWc8_SPATIAL_INNER_V1	0.08443024754524231	0x3dace9c4	72	uint8	128	130	4505600
122	/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Mul_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.07254529744386673	0x3d9492a1	4	uint8	129	132	1536000
123	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/act/Mul_output_0_QuantizeLinear_Output	4	1x64x80x80	1	64	80	80	409600	409600	NCHWc8_SPATIAL_INNER_V1	0.061842020601034164	0x3d7d4e0f	5	uint8	130	133	819200
124	/model.18/Concat_output_0_QuantizeLinear_Output	4	1x192x40x40	1	192	40	40	307200	307200	NCHWc8_SPATIAL_INNER_V1	0.028906181454658508	0x3ceccca8	10	uint8	131	134	4505600
125	/model.23/one2one_cv2.0/one2one_cv2.0.1/conv/Conv_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.082968197762966156	0x3da9eb3b	196	uint8	132	135	307200
126	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv_output_0_QuantizeLinear_Output	4	1x80x80x80	1	80	80	80	512000	512000	NCHWc8_SPATIAL_INNER_V1	0.079637132585048676	0x3da318cb	124	uint8	133	136	1638400
127	/model.19/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x40x40	1	128	40	40	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.070608995854854584	0x3d909b73	149	uint8	134	157	0
128	/model.23/one2one_cv2.0/one2one_cv2.0.1/act/Mul_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.020312905311584473	0x3ca66740	14	uint8	135	138	1433600
129	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Mul_output_0_QuantizeLinear_Output	4	1x80x80x80	1	80	80	80	512000	512000	NCHWc8_SPATIAL_INNER_V1	0.041948772966861725	0x3d2bd27a	7	uint8	136	139	3276800
130	/model.19/Split_output_1_QuantizeLinear_Output	4	1x64x40x40	1	64	40	40	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.029936756938695908	0x3cf53dee	9	uint8	137	157	307200
131	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0_QuantizeLinear_Output	4	1x4x80x80	1	4	80	80	25600	51200	NCHWc8_SPATIAL_INNER_V1	0.035863187164068222	0x3d12e547	20	uint8	138	215	563200
132	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv_output_0_QuantizeLinear_Output	4	1x80x80x80	1	80	80	80	512000	512000	NCHWc8_SPATIAL_INNER_V1	0.27134561538696289	0x3e8aedd0	158	uint8	139	142	1638400
133	/model.19/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.026612542569637299	0x3cda028c	163	uint8	140	143	614400
134	/model.19/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.1017024964094162	0x3dd04966	146	uint8	141	155	716800
135	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Mul_output_0_QuantizeLinear_Output	4	1x80x80x80	1	80	80	80	512000	512000	NCHWc8_SPATIAL_INNER_V1	0.104732945561409	0x3dd67e3a	3	uint8	142	144	3276800
136	/model.19/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.009935133159160614	0x3c22c6f8	28	uint8	143	150	768000
137	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv_output_0_QuantizeLinear_Output	4	1x80x80x80	1	80	80	80	512000	512000	NCHWc8_SPATIAL_INNER_V1	0.42859676480293274	0x3edb7109	126	uint8	144	146	1638400
138	/model.19/m.0/m/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.051157128065824509	0x3d518a23	148	uint8	145	147	614400
139	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/act/Mul_output_0_QuantizeLinear_Output	4	1x80x80x80	1	80	80	80	512000	512000	NCHWc8_SPATIAL_INNER_V1	0.21858373284339905	0x3e5fd46a	1	uint8	146	148	3276800
140	/model.19/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.022386122494935989	0x3cb7631a	12	uint8	147	149	3225600
141	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0_QuantizeLinear_Output	4	1x80x80x80	1	80	80	80	512000	512000	NCHWc8_SPATIAL_INNER_V1	0.13677093386650085	0x3e0c0dae	250	uint8	148	215	1638400
142	/model.19/m.0/m/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.056255169212818146	0x3d666bd2	150	uint8	149	150	614400
143	/model.19/m.0/m/m.0/Add_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.024330643936991692	0x3cc7510f	23	uint8	150	154	3225600
144	/model.19/m.0/m/m.1/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.064189933240413666	0x3d837603	159	uint8	151	152	614400
145	/model.19/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.025236953049898148	0x3ccebdba	11	uint8	152	153	768000
146	/model.19/m.0/m/m.1/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.20101127028465271	0x3e4dd5e6	118	uint8	153	154	614400
147	/model.19/m.0/Concat_output_0_QuantizeLinear_Output	4	1x64x40x40	1	64	40	40	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.12044448405504227	0x3df6ab99	7	uint8	155	156	1433600
148	/model.19/m.0/cv3/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x40x40	1	64	40	40	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.20208300650119781	0x3e4eeed9	174	uint8	156	157	1536000
149	/model.19/Concat_output_0_QuantizeLinear_Output	4	1x192x40x40	1	192	40	40	307200	307200	NCHWc8_SPATIAL_INNER_V1	0.065188899636268616	0x3d8581c2	4	uint8	157	158	2150400
150	/model.19/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x40x40	1	128	40	40	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.15817870199680328	0x3e21f999	221	uint8	158	159	0
151	/model.19/cv2/act/Mul_output_0_QuantizeLinear_Output	4	1x128x40x40	1	128	40	40	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.021799353882670403	0x3cb2948f	13	uint8	159	162	1228800
152	/model.20/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.076611436903476715	0x3d9ce675	161	uint8	160	165	614400
153	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv_output_0_QuantizeLinear_Output	4	1x16x40x40	1	16	40	40	25600	25600	NCHWc8_SPATIAL_INNER_V1	0.083069413900375366	0x3daa204c	103	uint8	161	163	665600
154	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x40x40	1	128	40	40	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.14099609851837158	0x3e106148	67	uint8	162	164	0
155	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul_output_0_QuantizeLinear_Output	4	1x16x40x40	1	16	40	40	25600	25600	NCHWc8_SPATIAL_INNER_V1	0.050522100180387497	0x3d4ef043	6	uint8	163	166	691200
156	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Mul_output_0_QuantizeLinear_Output	4	1x128x40x40	1	128	40	40	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.10478691011667252	0x3dd69a85	3	uint8	164	167	1228800
157	/model.21/Concat_output_0_QuantizeLinear_Output	4	1x384x20x20	1	384	20	20	153600	153600	NCHWc8_SPATIAL_INNER_V1	0.035356689244508743	0x3d10d22d	8	uint8	165	168	409600
158	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv_output_0_QuantizeLinear_Output	4	1x16x40x40	1	16	40	40	25600	25600	NCHWc8_SPATIAL_INNER_V1	0.075622953474521637	0x3d9ae035	135	uint8	166	169	665600
159	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv_output_0_QuantizeLinear_Output	4	1x80x40x40	1	80	40	40	128000	128000	NCHWc8_SPATIAL_INNER_V1	0.15228866040706635	0x3e1bf18f	171	uint8	167	170	0
160	/model.22/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.094661056995391846	0x3dc1dda8	118	uint8	168	198	204800
161	/model.23/one2one_cv2.1/one2one_cv2.1.1/act/Mul_output_0_QuantizeLinear_Output	4	1x16x40x40	1	16	40	40	25600	25600	NCHWc8_SPATIAL_INNER_V1	0.036710139364004135	0x3d165d5f	8	uint8	169	172	691200
162	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Mul_output_0_QuantizeLinear_Output	4	1x80x40x40	1	80	40	40	128000	128000	NCHWc8_SPATIAL_INNER_V1	0.050976786762475967	0x3d50cd09	5	uint8	170	173	409600
163	/model.22/Split_output_1_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.029373534023761749	0x3cf0a0c4	9	uint8	171	198	614400
164	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0_QuantizeLinear_Output	4	1x4x40x40	1	4	40	40	6400	12800	NCHWc8_SPATIAL_INNER_V1	0.054239228367805481	0x3d5e29f4	2	uint8	172	215	2764800
165	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv_output_0_QuantizeLinear_Output	4	1x80x40x40	1	80	40	40	128000	128000	NCHWc8_SPATIAL_INNER_V1	0.43062198162078857	0x3edc7a7c	145	uint8	173	175	0
166	/model.22/m.0/m.0.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x20x20	1	64	20	20	25600	25600	NCHWc8_SPATIAL_INNER_V1	0.059839576482772827	0x3d751a58	139	uint8	174	176	537600
167	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0_QuantizeLinear_Output	4	1x80x40x40	1	80	40	40	128000	128000	NCHWc8_SPATIAL_INNER_V1	0.18654435873031616	0x3e3f057c	1	uint8	175	177	409600
168	/model.22/m.0/m.0.0/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x64x20x20	1	64	20	20	25600	25600	NCHWc8_SPATIAL_INNER_V1	0.028201725333929062	0x3ce7074e	10	uint8	176	178	665600
169	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv_output_0_QuantizeLinear_Output	4	1x80x40x40	1	80	40	40	128000	128000	NCHWc8_SPATIAL_INNER_V1	1.3330956697463989	0x3faaa2e1	55	uint8	177	179	0
170	/model.22/m.0/m.0.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.095690280199050903	0x3dc3f944	133	uint8	178	180	716800
171	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0_QuantizeLinear_Output	4	1x80x40x40	1	80	40	40	128000	128000	NCHWc8_SPATIAL_INNER_V1	1.0449954271316528	0x3f85c269	0	uint8	179	181	409600
172	/model.22/m.0/m.0.0/Add_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.046823285520076752	0x3d3fc9c6	12	uint8	180	193	768000
173	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0_QuantizeLinear_Output	4	1x80x40x40	1	80	40	40	128000	128000	NCHWc8_SPATIAL_INNER_V1	0.78406965732574463	0x3f48b8ca	251	uint8	181	215	0
174	/model.22/m.0/m.0.1/attn/qkv/conv/Conv_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.10391821712255478	0x3dd4d313	111	uint8	182	185	307200
175	/model.22/m.0/m.0.1/attn/Split_output_1_QuantizeLinear_Output	4	1x2x32x400	1	2	32	400	25600	25600	ROW_MAJOR_U8_V1	0.060472592711448669	0x3d77b21c	131	uint8	183	187	537600
176	/model.22/m.0/m.0.1/attn/Split_output_2_QuantizeLinear_Output	4	1x2x64x400	1	2	64	400	51200	51200	ROW_MAJOR_U8_V1	0.10391821712255478	0x3dd4d313	111	uint8	184	190	716800
177	/model.22/m.0/m.0.1/attn/Transpose_output_0_QuantizeLinear_Output	4	1x2x400x32	1	2	400	32	25600	25600	ROW_MAJOR_U8_V1	0.049220163375139236	0x3d499b15	130	uint8	185	187	665600
178	/model.22/m.0/m.0.1/attn/Reshape_2_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	ROW_MAJOR_U8_V1	0.10391821712255478	0x3dd4d313	111	uint8	186	188	3225600
179	/model.22/m.0/m.0.1/attn/MatMul_output_0_QuantizeLinear_Output	4	1x2x400x400	1	2	400	400	320000	320000	ROW_MAJOR_U8_V1	0.83974045515060425	0x3f56f93b	109	uint8	187	189	819200
180	/model.22/m.0/m.0.1/attn/pe/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.080201528966426849	0x3da440b3	115	uint8	188	191	128000
181	/model.22/m.0/m.0.1/attn/Transpose_1_output_0_QuantizeLinear_Output	4	1x2x400x400	1	2	400	400	320000	320000	ROW_MAJOR_U8_V1	0.0035874536260962486	0x3b6b1b7c	0	uint8	189	190	3276800
182	/model.22/m.0/m.0.1/attn/MatMul_1_output_0_QuantizeLinear_Output	4	1x2x64x400	1	2	64	400	51200	51200	ROW_MAJOR_U8_V1	0.068268783390522003	0x3d8bd081	118	uint8	190	191	3225600
183	/model.22/m.0/m.0.1/attn/Add_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.079644374549388885	0x3da31c97	116	uint8	191	192	716800
184	/model.22/m.0/m.0.1/attn/proj/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.051992025226354599	0x3d54f597	125	uint8	192	193	128000
185	/model.22/m.0/m.0.1/Add_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.08377055823802948	0x3dab8fe6	82	uint8	193	197	716800
186	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.1584012508392334	0x3e2233f0	132	uint8	194	195	307200
187	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.077625632286071777	0x3d9efa30	4	uint8	195	196	1433600
188	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.096886113286018372	0x3dc66c3a	127	uint8	196	197	128000
189	/model.22/Concat_output_0_QuantizeLinear_Output	4	1x384x20x20	1	384	20	20	153600	153600	NCHWc8_SPATIAL_INNER_V1	0.081260465085506439	0x3da66be3	95	uint8	198	199	3596800
190	/model.22/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.20883379876613617	0x3e55d887	178	uint8	199	200	204800
191	/model.22/cv2/act/Mul_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.064100302755832672	0x3d834705	4	uint8	200	202	307200
