surface	samples	mean_us	stddev_us	cv_pct	min_us	median_us	p90_us	p95_us	p99_us	p999_us	max_us	repeats	repeat_mean_cv_pct	process_cpu_mean_us	voluntary_context_switches_mean	involuntary_context_switches_mean	affinity_all_pass	cpu4_7_ime_count	output_hashes	input_us_mean	core_us_mean	dense_us_mean	depthwise_us_mean	attention_us_mean	lut_us_mean	concat_us_mean	transform_us_mean	head_us_mean
k1x_int8_v1_e2c2_sched_other_10000_soak	10000	503576.1749	4947.537520975676	0.9824804602716076	500520.0	502440.0	504763.1	505918.4	527271.24	546540.109	595021.0	1	0.0	1807851.992	1197.5329	6.953	1	0	0xd43f5e018b415631	32916.661589999996	19584.88252	141600.4323	102932.9564	45201.45995	65821.25949	35700.73682	19366.95164	40376.01226
