q62_route	ambient_frm	ambient_vcsr	after_frm	after_vcsr	output_hash	affinity_ok	cpu4_7_ime_count	status
selected_E2c2	RNE	0	RNE	0	0xd43f5e018b415631	1	0	pass
selected_E2c2	RTZ	3	RTZ	3	0xd43f5e018b415631	1	0	pass
selected_E2c2	RDN	4	RDN	4	0xd43f5e018b415631	1	0	pass
selected_E2c2	RUP	7	RUP	7	0xd43f5e018b415631	1	0	pass
selected_E2c2	RMM	2	RMM	2	0xd43f5e018b415631	1	0	pass
