surface	repeat	run	wall_us	input_us	core_us	dense_us	depthwise_us	attention_us	lut_us	concat_us	transform_us	head_us	process_cpu_us	voluntary_cs	involuntary_cs	affinity_ok	cpu4_7_ime_count	hash
k1x_int8_v1_e2c2_sched_other	0	0	505676	32788.4	19605.6	144115	102716	44153.8	65851.9	35621	20130.9	40586.4	1812850.0	1200	21	1	0	0xd43f5e018b415631
k1x_int8_v1_e2c2_sched_other	0	1	502634	32896.5	19672.5	141200	102638	44559	65671	35607.3	19869.6	40443.4	1809940.0	1196	6	1	0	0xd43f5e018b415631
k1x_int8_v1_e2c2_sched_other	0	2	503072	32823.2	19590.1	141188	102889	44801.8	65692.4	35587.7	20003.3	40425.4	1809850.0	1197	9	1	0	0xd43f5e018b415631
k1x_int8_v1_e2c2_sched_other	0	3	504014	32936	19559.7	140560	102730	45078.9	65901.4	35765.2	19818.1	41588.8	1810530.0	1198	6	1	0	0xd43f5e018b415631
k1x_int8_v1_e2c2_sched_other	0	4	506147	32794	19411.9	143999	102781	45049.7	65921.7	35674	20071.2	40362.9	1813260.0	1187	17	1	0	0xd43f5e018b415631
k1x_int8_v1_e2c2_sched_other	0	5	502260	32871.1	19549.4	141135	102635	44342.8	65827.4	35612.3	19862.3	40347.9	1808940.0	1197	5	1	0	0xd43f5e018b415631
k1x_int8_v1_e2c2_sched_other	0	6	503139	32916.7	19546.9	141053	102904	45030.8	65573.7	35634.7	19894.4	40502.4	1810680.0	1203	10	1	0	0xd43f5e018b415631
k1x_int8_v1_e2c2_sched_other	0	7	503579	32844.7	19541.9	141646	102885	44919.2	65704.7	35575.4	19990.4	40394.8	1810980.0	1192	21	1	0	0xd43f5e018b415631
k1x_int8_v1_e2c2_sched_other	0	8	507637	32787.1	19618.4	143711	102888	45117.8	66036.2	35631.1	20035.3	41733.8	1813620.0	1193	21	1	0	0xd43f5e018b415631
k1x_int8_v1_e2c2_sched_other	0	9	503965	32977.2	19630.9	141714	102766	44941.3	65966.2	35456.5	20103.4	40335.4	1811810.0	1200	12	1	0	0xd43f5e018b415631
k1x_int8_v1_e2c2_sched_other	0	10	502739	32795	19503.3	140780	102879	45182.1	65614.6	35725.9	19843.4	40342.7	1809220.0	1191	13	1	0	0xd43f5e018b415631
k1x_int8_v1_e2c2_sched_other	0	11	502729	32867.7	19350.8	141288	103293	44326.4	65623.5	35680	19886.4	40337.7	1809210.0	1185	17	1	0	0xd43f5e018b415631
