surface	prediction_json	prediction_sha256	map50_95	map50	map75	ap_small	ap_medium	ap_large	ar_100	mean_precision_grid	mean_recall_grid
legacy_semantic_int8	/data/ncnn-logs/ai-team/2026-07-11/2026-07-11_18-39-35__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE46-RT205-SPACEMIT-EP-INT8-FULL-REVALIDATION-PLUGIN-COCO-GATE-001__stage46-rt205/artifacts/accuracy/host_int8_disable.json	f9867508e0ed1872ad068ebb6e5f917d22d5984663de060b5d704a1d8ae67259	0.372453424641694	0.5262696986065122	0.40605593817298413	0.18111623895834822	0.4153421698366319	0.5473447854587796	0.5943926210734184	0.372453424641694	0.5943926210734184
k1x_int8_v1	/data/ncnn-logs/ai-team/2026-07-13/2026-07-13_16-57-00__codex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE52-FULL-YOLO26-K1X-INT8-V1-EXECUTOR-COMPLETION-COCO-HANDOFF-AND-RELEASE-GATE-001__stage52-full-executor/artifacts/coco/final/k1x_int8_v1_final5000.json	cda5c8c7a46d61d9c90f6292001eea190cb8f6617efe647a33dc6134dd57ccda	0.3707408944391919	0.5258465300872381	0.4033156042360903	0.18397294626227842	0.4142627352606523	0.5440433811804918	0.593621370936095	0.3707408944391919	0.593621370936095
