profile	profile_file	event_name	node_index	op_name	provider	duration_us	execution_count
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Flatten_1_kernel_time	462	Flatten	CPUExecutionProvider	47	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Gather_3_kernel_time	474	Gather	CPUExecutionProvider	97	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Reshape_6_new_reshape_kernel_time	488	Reshape	CPUExecutionProvider	54	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Tile_1_kernel_time	483	Tile	CPUExecutionProvider	177	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/GatherElements_1_kernel_time	485	GatherElements	CPUExecutionProvider	182	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Unsqueeze_1_kernel_time	484	Unsqueeze	CPUExecutionProvider	59	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Mod_kernel_time	479	Mod	CPUExecutionProvider	74	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Unsqueeze_2_kernel_time	480	Unsqueeze	CPUExecutionProvider	48	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Cast_2_kernel_time	481	Cast	CPUExecutionProvider	62	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Concat_6_kernel_time	486	Concat	CPUExecutionProvider	108	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Concat_6_output_cast0_kernel_time	487	Cast	CPUExecutionProvider	76	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/TopK_output_cast0_kernel_time	465	Cast	CPUExecutionProvider	50	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	SpaceMITExecutionProvider_SpineSubgraph_2866176829891434777_3_0_kernel_time	1093	SpineSubgraph_2866176829891434777_3	SpaceMITExecutionProvider	250314	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.11/Resize_input_cast2_kernel_time	150	Cast	CPUExecutionProvider	161	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.11/Resize_kernel_time	151	Resize	CPUExecutionProvider	2931	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.11/Resize_output_cast0_kernel_time	152	Cast	CPUExecutionProvider	1312	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	SpaceMITExecutionProvider_SpineSubgraph_2866176829891434777_4_1_kernel_time	1094	SpineSubgraph_2866176829891434777_4	SpaceMITExecutionProvider	30579	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.14/Resize_input_cast2_kernel_time	187	Cast	CPUExecutionProvider	97	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.14/Resize_kernel_time	188	Resize	CPUExecutionProvider	3426	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.14/Resize_output_cast0_kernel_time	189	Cast	CPUExecutionProvider	2126	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	SpaceMITExecutionProvider_SpineSubgraph_2866176829891434777_5_2_kernel_time	1095	SpineSubgraph_2866176829891434777_5	SpaceMITExecutionProvider	235052	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Shape_kernel_time	428	Shape	CPUExecutionProvider	104	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Gather_kernel_time	429	Gather	CPUExecutionProvider	84	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Add_kernel_time	430	Add	CPUExecutionProvider	77	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Div_kernel_time	431	Div	CPUExecutionProvider	55	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Mul_1_kernel_time	433	Mul	CPUExecutionProvider	53	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Mul_kernel_time	432	Mul	CPUExecutionProvider	126	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Slice_1_kernel_time	437	Slice	CPUExecutionProvider	143	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Add_1_kernel_time	443	Add	CPUExecutionProvider	199	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Constant_12_output_cast0_kernel_time	438	Cast	CPUExecutionProvider	94	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Sub_input_cast0_kernel_time	439	Cast	CPUExecutionProvider	89	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Slice_kernel_time	435	Slice	CPUExecutionProvider	119	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Sub_kernel_time	440	Sub	CPUExecutionProvider	148	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Concat_2_kernel_time	444	Concat	CPUExecutionProvider	153	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Mul_2_kernel_time	447	Mul	CPUExecutionProvider	224	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Concat_3_kernel_time	449	Concat	CPUExecutionProvider	1231	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Split_kernel_time	451	Split	CPUExecutionProvider	1320	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	Transpose_token_713_kernel_time	1088	Transpose	CPUExecutionProvider	438	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Split_output_cast1_kernel_time	452	Cast	CPUExecutionProvider	925	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/GatherElements_input_cast0_kernel_time	466	Cast	CPUExecutionProvider	945	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	Transpose_token_717_kernel_time	1091	Transpose	CPUExecutionProvider	3603	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/ReduceMax_input_cast0_kernel_time	453	Cast	CPUExecutionProvider	1056	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/ReduceMax_kernel_time	454	ReduceMax	CPUExecutionProvider	4693	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/TopK_kernel_time	455	TopK	CPUExecutionProvider	528	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Unsqueeze_kernel_time	456	Unsqueeze	CPUExecutionProvider	84	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/ConstantOfShape_kernel_time	0	ConstantOfShape	CPUExecutionProvider	55	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Expand_kernel_time	457	Expand	CPUExecutionProvider	71	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Tile_kernel_time	458	Tile	CPUExecutionProvider	715	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/GatherElements_kernel_time	467	GatherElements	CPUExecutionProvider	431	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Flatten_kernel_time	468	Flatten	CPUExecutionProvider	68	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/TopK_1_kernel_time	469	TopK	CPUExecutionProvider	489	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Div_1_kernel_time	470	Div	CPUExecutionProvider	87	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Shape_1_kernel_time	459	Shape	CPUExecutionProvider	48	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Gather_1_kernel_time	460	Gather	CPUExecutionProvider	60	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Mul_3_kernel_time	463	Mul	CPUExecutionProvider	66	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Add_2_kernel_time	473	Add	CPUExecutionProvider	67	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Shape_2_kernel_time	475	Shape	CPUExecutionProvider	51	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Gather_2_kernel_time	461	Gather	CPUExecutionProvider	53	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Concat_5_kernel_time	477	Concat	CPUExecutionProvider	73	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Flatten_1_kernel_time	462	Flatten	CPUExecutionProvider	48	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Gather_3_kernel_time	474	Gather	CPUExecutionProvider	78	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Concat_4_kernel_time	464	Concat	CPUExecutionProvider	56	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Reshape_6_kernel_time	476	Reshape	CPUExecutionProvider	53	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Reshape_7_kernel_time	478	Reshape	CPUExecutionProvider	48	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/ConstantOfShape_1_kernel_time	1	ConstantOfShape	CPUExecutionProvider	48	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Expand_1_kernel_time	482	Expand	CPUExecutionProvider	65	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Tile_1_kernel_time	483	Tile	CPUExecutionProvider	117	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/GatherElements_1_kernel_time	485	GatherElements	CPUExecutionProvider	186	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Unsqueeze_1_kernel_time	484	Unsqueeze	CPUExecutionProvider	59	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Mod_kernel_time	479	Mod	CPUExecutionProvider	86	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Unsqueeze_2_kernel_time	480	Unsqueeze	CPUExecutionProvider	51	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Cast_2_kernel_time	481	Cast	CPUExecutionProvider	60	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Concat_6_kernel_time	486	Concat	CPUExecutionProvider	97	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Concat_6_output_cast0_kernel_time	487	Cast	CPUExecutionProvider	78	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/TopK_output_cast0_kernel_time	465	Cast	CPUExecutionProvider	56	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	SpaceMITExecutionProvider_SpineSubgraph_2866176829891434777_3_0_kernel_time	1093	SpineSubgraph_2866176829891434777_3	SpaceMITExecutionProvider	160834	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.11/Resize_input_cast2_kernel_time	150	Cast	CPUExecutionProvider	100	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.11/Resize_kernel_time	151	Resize	CPUExecutionProvider	844	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.11/Resize_output_cast0_kernel_time	152	Cast	CPUExecutionProvider	679	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	SpaceMITExecutionProvider_SpineSubgraph_2866176829891434777_4_1_kernel_time	1094	SpineSubgraph_2866176829891434777_4	SpaceMITExecutionProvider	16858	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.14/Resize_input_cast2_kernel_time	187	Cast	CPUExecutionProvider	104	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.14/Resize_kernel_time	188	Resize	CPUExecutionProvider	1887	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.14/Resize_output_cast0_kernel_time	189	Cast	CPUExecutionProvider	1933	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	SpaceMITExecutionProvider_SpineSubgraph_2866176829891434777_5_2_kernel_time	1095	SpineSubgraph_2866176829891434777_5	SpaceMITExecutionProvider	144954	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Shape_kernel_time	428	Shape	CPUExecutionProvider	92	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Gather_kernel_time	429	Gather	CPUExecutionProvider	64	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Add_kernel_time	430	Add	CPUExecutionProvider	69	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Div_kernel_time	431	Div	CPUExecutionProvider	55	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Mul_1_kernel_time	433	Mul	CPUExecutionProvider	52	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Mul_kernel_time	432	Mul	CPUExecutionProvider	50	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Slice_1_kernel_time	437	Slice	CPUExecutionProvider	202	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Add_1_kernel_time	443	Add	CPUExecutionProvider	150	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Constant_12_output_cast0_kernel_time	438	Cast	CPUExecutionProvider	98	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Sub_input_cast0_kernel_time	439	Cast	CPUExecutionProvider	76	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Slice_kernel_time	435	Slice	CPUExecutionProvider	123	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Sub_kernel_time	440	Sub	CPUExecutionProvider	149	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Concat_2_kernel_time	444	Concat	CPUExecutionProvider	145	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Mul_2_kernel_time	447	Mul	CPUExecutionProvider	233	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Concat_3_kernel_time	449	Concat	CPUExecutionProvider	1809	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Split_kernel_time	451	Split	CPUExecutionProvider	1348	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	Transpose_token_713_kernel_time	1088	Transpose	CPUExecutionProvider	424	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Split_output_cast1_kernel_time	452	Cast	CPUExecutionProvider	868	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/GatherElements_input_cast0_kernel_time	466	Cast	CPUExecutionProvider	958	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	Transpose_token_717_kernel_time	1091	Transpose	CPUExecutionProvider	3587	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/ReduceMax_input_cast0_kernel_time	453	Cast	CPUExecutionProvider	1155	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/ReduceMax_kernel_time	454	ReduceMax	CPUExecutionProvider	4578	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/TopK_kernel_time	455	TopK	CPUExecutionProvider	476	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Unsqueeze_kernel_time	456	Unsqueeze	CPUExecutionProvider	68	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/ConstantOfShape_kernel_time	0	ConstantOfShape	CPUExecutionProvider	55	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Expand_kernel_time	457	Expand	CPUExecutionProvider	69	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Tile_kernel_time	458	Tile	CPUExecutionProvider	700	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/GatherElements_kernel_time	467	GatherElements	CPUExecutionProvider	420	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Flatten_kernel_time	468	Flatten	CPUExecutionProvider	67	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/TopK_1_kernel_time	469	TopK	CPUExecutionProvider	489	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Div_1_kernel_time	470	Div	CPUExecutionProvider	87	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Shape_1_kernel_time	459	Shape	CPUExecutionProvider	50	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Gather_1_kernel_time	460	Gather	CPUExecutionProvider	60	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Mul_3_kernel_time	463	Mul	CPUExecutionProvider	66	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Add_2_kernel_time	473	Add	CPUExecutionProvider	126	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Shape_2_kernel_time	475	Shape	CPUExecutionProvider	48	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Gather_2_kernel_time	461	Gather	CPUExecutionProvider	53	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Concat_5_kernel_time	477	Concat	CPUExecutionProvider	74	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Flatten_1_kernel_time	462	Flatten	CPUExecutionProvider	48	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Gather_3_kernel_time	474	Gather	CPUExecutionProvider	74	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Concat_4_kernel_time	464	Concat	CPUExecutionProvider	56	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Reshape_6_kernel_time	476	Reshape	CPUExecutionProvider	52	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Reshape_7_kernel_time	478	Reshape	CPUExecutionProvider	46	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/ConstantOfShape_1_kernel_time	1	ConstantOfShape	CPUExecutionProvider	45	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Expand_1_kernel_time	482	Expand	CPUExecutionProvider	63	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Tile_1_kernel_time	483	Tile	CPUExecutionProvider	97	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/GatherElements_1_kernel_time	485	GatherElements	CPUExecutionProvider	194	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Unsqueeze_1_kernel_time	484	Unsqueeze	CPUExecutionProvider	57	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Mod_kernel_time	479	Mod	CPUExecutionProvider	70	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Unsqueeze_2_kernel_time	480	Unsqueeze	CPUExecutionProvider	50	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Cast_2_kernel_time	481	Cast	CPUExecutionProvider	56	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Concat_6_kernel_time	486	Concat	CPUExecutionProvider	97	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/Concat_6_output_cast0_kernel_time	487	Cast	CPUExecutionProvider	72	1
rt206_spacemit_fp16_disable	rt206_spacemit_fp16_disable__2026-07-27_15-05-55.json	/model.23/TopK_output_cast0_kernel_time	465	Cast	CPUExecutionProvider	59	1
