ref	expected	local	github	gitlab	status	captured_utc
research_content_head	b0febc57c860f2b9fef2ebfb5436e0d24a9c166c	b0febc57c860f2b9fef2ebfb5436e0d24a9c166c	b0febc57c860f2b9fef2ebfb5436e0d24a9c166c	b0febc57c860f2b9fef2ebfb5436e0d24a9c166c	pass	2026-07-27T22:29:48Z
protected_main	1fd2e71bb1d5a924e7c0444cada94f681b73aa91	1fd2e71bb1d5a924e7c0444cada94f681b73aa91	1fd2e71bb1d5a924e7c0444cada94f681b73aa91	1fd2e71bb1d5a924e7c0444cada94f681b73aa91	pass	2026-07-27T22:29:48Z
stable_tag_peeled	d0e3611c8d99dfade049bd261cb557509222a456	d0e3611c8d99dfade049bd261cb557509222a456	d0e3611c8d99dfade049bd261cb557509222a456	d0e3611c8d99dfade049bd261cb557509222a456	pass	2026-07-27T22:29:48Z
integrated_tag_peeled	1fd2e71bb1d5a924e7c0444cada94f681b73aa91	1fd2e71bb1d5a924e7c0444cada94f681b73aa91	1fd2e71bb1d5a924e7c0444cada94f681b73aa91	1fd2e71bb1d5a924e7c0444cada94f681b73aa91	pass	2026-07-27T22:29:48Z
