runtime	runner_sha256	ldd_core	ldd_ep	ort_version	ep_header_version	exit	output_sha256
b120	1043764a3064422c1317c5d79c135382207e08046c787c4b2bb671b74fc9bc39	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE63-RT206-SPACEMIT-EP-INT8-REGRESSION-REVALIDATION-PLUGIN-FULLMODEL-COCO-AND-ISSUE1-GATE-001/runtimes/b120/lib/libonnxruntime.so.1	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE63-RT206-SPACEMIT-EP-INT8-REGRESSION-REVALIDATION-PLUGIN-FULLMODEL-COCO-AND-ISSUE1-GATE-001/runtimes/b120/lib/libspacemit_ep.so.2	1.20.2+spacemit	2.0.1	0	afc6013424b46b5aaaf991562841d790910e8a56c3f8caf06a2b091bffb685b9
rt204	04ba9fa8ab435d6cc65e939fc9141e1501d112f1ffe584383d5a0c7e063e7611	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE63-RT206-SPACEMIT-EP-INT8-REGRESSION-REVALIDATION-PLUGIN-FULLMODEL-COCO-AND-ISSUE1-GATE-001/runtimes/rt204/lib/libonnxruntime.so.1	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE63-RT206-SPACEMIT-EP-INT8-REGRESSION-REVALIDATION-PLUGIN-FULLMODEL-COCO-AND-ISSUE1-GATE-001/runtimes/rt204/lib/libspacemit_ep.so.2	1.24.2+spacemit.a1	2.0.4	0	afc6013424b46b5aaaf991562841d790910e8a56c3f8caf06a2b091bffb685b9
rt205	7388da41fb35885c0df00a5ac8618a0b11350ede4d0ee1503acccf1cc9d47996	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE63-RT206-SPACEMIT-EP-INT8-REGRESSION-REVALIDATION-PLUGIN-FULLMODEL-COCO-AND-ISSUE1-GATE-001/runtimes/rt205/lib/libonnxruntime.so.1	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE63-RT206-SPACEMIT-EP-INT8-REGRESSION-REVALIDATION-PLUGIN-FULLMODEL-COCO-AND-ISSUE1-GATE-001/runtimes/rt205/lib/libspacemit_ep.so.2	1.24.2+spacemit.a1	2.0.5	0	afc6013424b46b5aaaf991562841d790910e8a56c3f8caf06a2b091bffb685b9
rt206	698487ca9c9f06f6e35b09dd6bba00095b3cb9ebacb4896b6952b117ad61d039	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE63-RT206-SPACEMIT-EP-INT8-REGRESSION-REVALIDATION-PLUGIN-FULLMODEL-COCO-AND-ISSUE1-GATE-001/runtimes/rt206/lib/libonnxruntime.so.1	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE63-RT206-SPACEMIT-EP-INT8-REGRESSION-REVALIDATION-PLUGIN-FULLMODEL-COCO-AND-ISSUE1-GATE-001/runtimes/rt206/lib/libspacemit_ep.so.2	1.24.2+spacemit.a1	2.0.6	0	afc6013424b46b5aaaf991562841d790910e8a56c3f8caf06a2b091bffb685b9
