runtime	root	runner	sha256	file	rpath_runpath
b120	/data/SpacemiT/spacemit-ort.riscv64.2.0.1	/data/ncnn-logs/ai-team/2026-07-27/2026-07-27_12-33-27__contcodex__BANANA-YOLO26-VENDOR-ORT-STAGE63-RT206-SPACEMIT-EP-INT8-REGRESSION-REVALIDATION-PLUGIN-FULLMODEL-COCO-AND-ISSUE1-GATE-001__rt206-revalidation/build/runners/runner_b120	1043764a3064422c1317c5d79c135382207e08046c787c4b2bb671b74fc9bc39	ELF 64-bit LSB executable, UCB RISC-V, RVC, double-float ABI, version 1 (GNU/Linux), dynamically linked, interpreter /lib/ld-linux-riscv64-lp64d.so.1, for GNU/Linux 4.15.0, with debug_info, not stripped	none
rt204	/data/vendor-runtimes/spacemit-ort/2.0.4	/data/ncnn-logs/ai-team/2026-07-27/2026-07-27_12-33-27__contcodex__BANANA-YOLO26-VENDOR-ORT-STAGE63-RT206-SPACEMIT-EP-INT8-REGRESSION-REVALIDATION-PLUGIN-FULLMODEL-COCO-AND-ISSUE1-GATE-001__rt206-revalidation/build/runners/runner_rt204	04ba9fa8ab435d6cc65e939fc9141e1501d112f1ffe584383d5a0c7e063e7611	ELF 64-bit LSB executable, UCB RISC-V, RVC, double-float ABI, version 1 (GNU/Linux), dynamically linked, interpreter /lib/ld-linux-riscv64-lp64d.so.1, for GNU/Linux 4.15.0, with debug_info, not stripped	none
rt205	/data/vendor-runtimes/spacemit-ort/2.0.5	/data/ncnn-logs/ai-team/2026-07-27/2026-07-27_12-33-27__contcodex__BANANA-YOLO26-VENDOR-ORT-STAGE63-RT206-SPACEMIT-EP-INT8-REGRESSION-REVALIDATION-PLUGIN-FULLMODEL-COCO-AND-ISSUE1-GATE-001__rt206-revalidation/build/runners/runner_rt205	7388da41fb35885c0df00a5ac8618a0b11350ede4d0ee1503acccf1cc9d47996	ELF 64-bit LSB executable, UCB RISC-V, RVC, double-float ABI, version 1 (GNU/Linux), dynamically linked, interpreter /lib/ld-linux-riscv64-lp64d.so.1, for GNU/Linux 4.15.0, with debug_info, not stripped	none
rt206	/data/vendor-runtimes/spacemit-ort/2.0.6/spacemit-ort.riscv64.2.0.6	/data/ncnn-logs/ai-team/2026-07-27/2026-07-27_12-33-27__contcodex__BANANA-YOLO26-VENDOR-ORT-STAGE63-RT206-SPACEMIT-EP-INT8-REGRESSION-REVALIDATION-PLUGIN-FULLMODEL-COCO-AND-ISSUE1-GATE-001__rt206-revalidation/build/runners/runner_rt206	698487ca9c9f06f6e35b09dd6bba00095b3cb9ebacb4896b6952b117ad61d039	ELF 64-bit LSB executable, UCB RISC-V, RVC, double-float ABI, version 1 (GNU/Linux), dynamically linked, interpreter /lib/ld-linux-riscv64-lp64d.so.1, for GNU/Linux 4.15.0, with debug_info, not stripped	none
