arm	samples	runs_per_repeat	total_inferences	session_create_us	first_run_us	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	min_us	max_us	process_cpu_mean_us	max_rss_kib	voluntary_context_switches	involuntary_context_switches	frequency_min_khz	frequency_max_khz	temperature_min_millic	temperature_max_millic	output_hash
rt206_cpu_fp16_stability	1000	1	1000	1287398.787000	1487818.959000	1382823.837382	14980.970027	1.083361	1379825.993500	1385748.407300	1391266.682500	1462632.099450	1485754.923749	1371240.607000	1493976.443000	5115436.944658	129576	852087	15529	1600000	1600000	62000	67000	8066093438752110670
rt206_cpu_fp32_stability	1000	1	1000	625671.808000	1382824.261000	1349189.928404	13216.684139	0.979601	1346464.444000	1352277.176200	1357035.402150	1417814.519450	1443849.576538	1338791.115000	1445096.866000	5043177.255135	111348	751732	15344	1600000	1600000	56000	66000	7109068612406988645
rt206_cpu_int8_stability	1000	1	1000	2462771.440000	1073693.886000	1020258.276143	4215.497067	0.413179	1019383.102500	1022574.987100	1024405.625500	1040970.454320	1057326.821848	1015609.816000	1059111.883000	2790769.086482	135112	1030281	23809	1600000	1600000	57000	60000	15645569605351162986
rt206_spacemit_fp16_stability	1000	1	1000	644050.012000	487600.475000	355507.596157	31468.141259	8.851609	343003.134500	404161.705900	407284.499450	412751.637920	418767.721169	317445.183000	423371.282000	1764824.637959	81392	12065	6371	1600000	1600000	64000	68000	11204660165767355151
rt206_spacemit_fp32_stability	1000	1	1000	580857.445000	607076.525000	438791.491050	7940.623724	1.809658	436298.553500	449276.802800	453603.967100	468706.858380	519830.789938	431542.020000	521290.267000	2181451.994376	105752	12242	6313	1600000	1600000	63000	67000	7454185461486612588
