surface	runtime	provider	model_surface	status	image_count	prediction_count	map50_95	map50	map75	ap_small	ap_medium	ap_large	ar_maxdet100	prediction_sha256	timing_sha256	source
rt204_cpu_int8_full	rt204	cpu	int8	pass	5000	537654	0.374594101158669	0.5393877800389896	0.4042718628141667	0.190490693707118	0.41587090373710545	0.5444662490192772	0.5722259988589529	1dbc118383009fa68ddb1b786af68f56b38c473d8c03a23a782a38e4727d0b48	a58a08395f9701d98f60d79f758523dc3666718a873b77c33e24d010066171a4	Stage46 accepted full COCO; fixed subset must reproduce before reuse
rt204_spacemit_fp16_full	rt204	spacemit	fp16	pass	5000	547359	0.40474751048699903	0.5714174623514189	0.4352412466360423	0.1981407609388083	0.4414811887105845	0.5869213719789296	0.5899412840000278	ca588202512394856f5bd2a55b8363fcba93f0621c3a9a7e9dace59da7341c63	d60c2ca50b54608ac7e32a0eeb64adac1b6bf33de5d0fec411747649120e913d	Stage44/45 accepted full COCO; archive/model/evaluator identity retained
rt204_spacemit_fp32_full	rt204	spacemit	fp32	pass	5000	547758	0.40472980774853884	0.5712208600698203	0.43502779558879534	0.19781524372306147	0.441532191383899	0.5869564056200277	0.589989700687529	bb815dc211cb763043a8b148be08144bdaf651a2edf5e097ab351e8915599f31	e123c4e8eb811cb1c1f3ef21974d69906eb41652b3ddb5e22cf021d46f50b131	Stage44/45 accepted full COCO; Stage63 evaluator self-check exact
rt205_cpu_int8_full	rt205	cpu	int8	pass	5000	537654	0.374594101158669	0.5393877800389896	0.4042718628141667	0.190490693707118	0.41587090373710545	0.5444662490192772	0.5722259988589529	1dbc118383009fa68ddb1b786af68f56b38c473d8c03a23a782a38e4727d0b48	c2cb0da5ce665bea50d56ec9ce9e6151c7efc6c3a424653b22dab4e668bd4d53	Stage46 accepted full COCO; fixed subset must reproduce before reuse
rt206_cpu_fp32_full	rt206	cpu	fp32	pass	5000	548128	0.40473065112282053	0.5712619071892974	0.43463577176335666	0.19778857258539873	0.4414523593136039	0.586958794539891	0.5898703789064664	e8c97ebf44727670cdc44c3fa5ce50df6748e849dd4211b9367db92b5da96c1a	fdbfdbe85c78ff474223e990d4829ee248393ee7b6b146eec6a3917b2b24f025	Stage63 measured
rt206_cpu_int8_full	rt206	cpu	int8	pass	5000	537654	0.374594101158669	0.5393877800389896	0.4042718628141667	0.190490693707118	0.41587090373710545	0.5444662490192772	0.5722259988589529	1dbc118383009fa68ddb1b786af68f56b38c473d8c03a23a782a38e4727d0b48	7406526c5b85aa0d4da0460caa662a4b310dc41f83689224dccb724d102c58f7	Stage63 measured
rt206_spacemit_fp16_full	rt206	spacemit	fp16	pass	5000	547371	0.4046866350059021	0.5714097749065471	0.434979834341475	0.1978202804123213	0.44125620789854825	0.5868830814567655	0.5898267324349975	0add992f65377dc72c4e0de3cb7be111a1d0d34864cb8a3340c1f92de91bfe30	d4327d854a01f659a330dc8c0409190f0f086d6d96d875d7df22d8227dbc24fc	Stage63 measured
rt206_spacemit_fp32_full	rt206	spacemit	fp32	pass	5000	547743	0.4047452204199391	0.571234716676903	0.4350253162185953	0.19782264966660443	0.4415345648968335	0.587006096385761	0.5900167311292425	cae114cf42d5111ad78a6a1787a1afac8571083b31397574fc862a861e480f7d	21cfe842f5d3a88e9d15f432909a94ea75fd4b05921ab56c33f04912a8ac1aed	Stage63 measured
